RID;PLZ;City;Material ID
4351;3123;Belp;4,5,9,20,24,25
4352;3123;Belp;2,4,5,9,24,25
4353;3123;Belp;4,5,9,24,25
4354;3123;Belp;4,5,9,24,25
4355;3123;Belp;1,2,4,35,5,34,6,28,7,9,10,11,13,14,15,17,18,3,20,39,21,22,23,24,25,27,26
18862;3123;Belp;20
21227;3123;Belp;20
21872;3123;Belp;5,20
28373;3123;Belp;5,20
29472;3123;Belp;5,28,37,17,30,20,29
39627;3123;Belp;5,20
41479;3123;Belp;5,6,28,37,17,30,20
43870;3123;Belp;5,20
44074;3123;Belp;5,20
47355;3123;Belp;5,34,28,19,37,17,30,20,29
35120;3124;Belpberg;9
17176;3125;Toffen;5,20
24615;3125;Toffen;25
24616;3125;Toffen;2,4,9,24,25
29023;3125;Toffen;5,20
29471;3125;Toffen;5,28,37,17,30,20,29
23898;3126;Kaufdorf;25
27178;3126;Gelterfingen;1,2,4,35,5,31,32,34,6,28,8,38,9,10,11,12,13,19,14,37,16,17,18,3,30,20,39,21,22,23,24,25,27,26
27179;3126;Kaufdorf;4,9,20,24
6655;3127;Mühlethurnen;2,4,5,9,11,19,14,18,3,20,24,25
16496;3127;Mühlethurnen;5,20
18925;3127;Mühlethurnen;5,20
24612;3127;Mühlethurnen;25
25311;3127;Mühlethurnen;25
21669;3132;Riggisberg;20
25055;3132;Riggisberg;25
25817;3132;Riggisberg;25
26092;3132;Riggisberg;1,2,4,5,34,6,28,7,7,9,10,13,17,18,3,20,39,21,22,23,24,25,27,26
29470;3132;Riggisberg;5,28,37,17,30,20,29
4500;3144;Gasel;4,9,24,25
4501;3144;Gasel;25
19167;3144;Gasel;20
4506;3145;Niederscherli;2,4,9,19,24,25
4508;3145;Niederscherli;20
17421;3145;Niederscherli;5,20
24239;3145;Niederscherli;4,9,24,25
29467;3145;Niederscherli;5,28,37,17,30,20,29
4505;3147;Mittelhäusern;4,9,24,25
19165;3147;Mittelhäusern;20
23104;3147;Mittelhäusern;20
17634;3148;Lanzenhäusern;5,20
23960;3148;Lanzenhäusern;9,25
7943;3150;Schwarzenburg;4,19,20,24,25
17018;3150;Schwarzenburg;5,20
18937;3150;Schwarzenburg;20
22153;3150;Schwarzenburg;20
24486;3150;Schwarzenburg;25
27175;3150;Schwarzenburg;4,9,24
27176;3150;Schwarzenburg;9
28995;3150;Schwarzenburg;5,20
29401;3150;Schwarzenburg;5,28,37,17,30,20,29
31924;3150;Schwarzenburg;2,5,6,28,10,14,17,18,3,21,23
31927;3150;Schwarzenburg;11
43399;3150;Schwarzenburg;5,20
47256;3150;Schwarzenburg;5,34,19,37,17,30,20,29
31925;3152;Mamishaus;9
24411;3153;Rüschegg Gambach;2,4,5,9,19,24,25
27174;3153;Rüschegg Gambach;4,5,9,24
29468;3154;Rüschegg Heubach;5,28,37,17,30,20,29
31926;3157;Milken;9
23793;3158;Guggisberg;9,11,25
4507;3172;Niederwangen b. Bern;2,4,9,24,25
18014;3172;Niederwangen b. Bern;20
29408;3172;Niederwangen b. Bern;5,28,37,17,30,20,25,29
39802;3172;Niederwangen b. Bern;20
5765;3173;Oberwangen b. Bern;4,9,24,25
4512;3174;Thörishaus;2,4,9,24,25
9189;3174;Thörishaus;34,6,28,19,14,17,18,3,39,27,26
17460;3174;Thörishaus;5,20
29021;3174;Thörishaus;5,20
6851;3175;Flamatt;2,4,5,9,19,20,24,25
16707;3175;Flamatt;15,20
18879;3175;Flamatt;20
21522;3175;Flamatt;20
26094;3175;Flamatt;1,2,4,35,5,34,6,28,7,8,38,9,10,11,12,13,14,16,17,18,3,30,20,39,21,23,24,27,26
28460;3175;Flamatt;5,20
29405;3175;Flamatt;5,28,37,17,30,20,29
35839;3175;Flamatt;4,5,20,25
47539;3175;Flamatt;5,34,19,37,17,30,20,29
6669;3176;Neuenegg;2,4,5,6,28,9,11,19,17,24,25
20068;3176;Neuenegg;5,20
24181;3176;Neuenegg;9,25
27126;3176;Neuenegg;9
27127;3176;Neuenegg;11
29406;3176;Neuenegg;5,28,37,17,30,20,29
43431;3176;Neuenegg;5,20
43764;3176;Neuenegg;5,20
8939;3177;Laupen BE;1,2,4,35,5,34,6,28,7,8,9,10,11,19,14,15,17,18,3,20,39,21,22,24,25,27,26,40
17537;3177;Laupen BE;5,20
25305;3177;Laupen BE;9,25
27124;3177;Laupen BE;9
28890;3177;Laupen BE;5,20
29407;3177;Laupen BE;5,28,37,17,30,20,29
43382;3177;Laupen BE;5,20
6416;3178;Bösingen;4,5,9,11,19,24,25
6417;3178;Bösingen;2,4,5,7,9,11,13,19,24,25
17168;3178;Bösingen;20
22159;3178;Bösingen;20
18292;3179;Kriechenwil;20
27122;3179;Kriechenwil;2,4,5,9,3,24,25
17510;3182;Ueberstorf;5,20
30727;3182;Ueberstorf;2,4,9,19,24,25
36308;3182;Ueberstorf;11
6364;3183;Albligen;2,4,9,11,19,24,25
6852;3184;Wünnewil;2,4,5,9,11,19,20,24,25
17179;3184;Wünnewil;20
24467;3185;Schmitten FR;25
25687;3185;Schmitten FR;25
29404;3185;Schmitten FR;5,28,37,17,30,20,29
30710;3185;Schmitten FR;2,4,5,6,28,7,9,11,13,19,14,15,17,18,3,23,24,25
43763;3185;Schmitten FR;5,20
9263;3186;Düdingen;34,6,28,17,18,39,27,26
23321;3186;Düdingen;20
29403;3186;Düdingen;5,28,37,17,30,20,29
30712;3186;Düdingen;2,4,9,24,25
30713;3186;Düdingen;9,11,25
30714;3186;Düdingen;11
30715;3186;Düdingen;2,4,35,5,6,28,7,9,11,13,19,17,18,20,21,22,23,24,25
31180;3186;Düdingen;5,20
36249;3186;Düdingen;4,9,24,25
36250;3186;Düdingen;4,9,24,25
39131;3186;Düdingen;5,20
41476;3186;Düdingen;5,6,28,37,17,30,20
43514;3186;Düdingen;5,20
44066;3186;Düdingen;5,20
47536;3186;Düdingen;5,34,28,19,37,17,30,20,29
27119;3202;Frauenkappelen;2,4,9,20,24
21559;3203;Mühleberg;5,20
27125;3203;Mühleberg;2,4,9,24,25
18201;3204;Rosshäusern;5,20
24386;3204;Rosshäusern;25
23795;3205;Gümmenen;25
19067;3206;Biberen;20
19162;3206;Biberen;20
27118;3206;Biberen;4,5,9,19,24,25
25341;3207;Golaten;4,9,24,25
27121;3208;Gurbrü;2,4,9,24,25
16636;3210;Kerzers;20
17161;3210;Kerzers;5,20
23900;3210;Kerzers;25
25259;3210;Kerzers;25
29411;3210;Kerzers;5,28,37,17,30,20,29
30738;3210;Kerzers;2,4,5,6,28,9,19,14,18,3,24,25
43899;3210;Kerzers;5,20
47514;3210;Kerzers;5,34,19,37,17,30,20,29
18394;3212;Gurmels;5,20
30734;3212;Gurmels;1,2,4,35,5,6,28,9,10,11,12,13,19,14,16,17,18,3,20,23,24,25,40,29
30737;3213;Liebistorf;25
30740;3213;Kleinbösingen;2,4,9,19,18,20,24,25
30745;3214;Ulmiz;2,4,5,9,3,20,24,25
30731;3215;Gempenach;2,4,9,11,14,3,20,24
36251;3215;Büchslen;1,2,4,5,6,7,9,11,19,14,15,17,18,3,20,24
16551;3216;Ried b. Kerzers;20
18591;3216;Ried b. Kerzers;5,20
30742;3216;Ried b. Kerzers;2,4,5,9,24,25
30743;3216;Agriswil;4,9,24
227;3225;Müntschemier;2,4,5,6,28,9,19,14,17,18,3,20,24,25
16982;3225;Müntschemier;20
20079;3225;Müntschemier;20
24159;3225;Müntschemier;25
18114;3226;Treiten;20
25034;3226;Treiten;4,9,24,25
17538;3232;Ins;5,20
22299;3232;Ins;20
23878;3232;Ins;9,25
23879;3232;Ins;2,4,5,6,28,9,10,11,19,17,18,3,20,24,25
25426;3232;Ins;25
29412;3232;Ins;5,28,37,17,30,20,29
43397;3232;Ins;5,20
46344;3232;Ins;5,19,20
16689;3233;Tschugg;4,9,19,17,20,24,25
6810;3234;Vinelz;2,4,5,9,19,20,24,25
6485;3235;Erlach;2,4,5,9,19,20,24,25
25446;3235;Erlach;2,4,5,9,11,20,24,25
8112;3236;Gampelen;4,5,9,24,25
21343;3236;Gampelen;5,20
23710;3236;Gampelen;25
6426;3237;Brüttelen;2,4,9,19,20,24
27020;3237;Brüttelen;25
8115;3238;Gals;2,9,18,20,24,25
30535;3238;Gals;4,5,20
39130;3238;Gals;5,20
41474;3238;Gals;5,6,28,37,17,30,20
6630;3250;Lyss;4,9,24
18932;3250;Lyss;20
20304;3250;Lyss;20
26100;3250;Lyss;2,4,35,5,34,6,28,7,8,38,9,10,11,13,19,14,15,37,16,17,18,3,30,20,39,21,22,23,24,25,27,26
26891;3250;Lyss;9
28556;3250;Lyss;5,20
28557;3250;Lyss;5,20
29416;3250;Lyss;5,28,37,17,30,20,29
30585;3250;Lyss;4,5,20
30586;3250;Lyss;4,5,20
41473;3250;Lyss;5,6,28,37,17,30,20
43476;3250;Lyss;5,20
47343;3250;Lyss;5,34,28,19,37,17,30,20,29
8291;3251;Wengi b. Büren;2,4,9,19,24,25
25423;3251;Ruppoldsried;25
26986;3251;Wengi b. Büren;9
27598;3251;Ruppoldsried;4,9,24,25
24771;3252;Worben;2,4,5,6,28,9,19,14,17,18,3,20,24,25
25836;3252;Worben;25
29043;3252;Worben;5,20
21566;3253;Schnottwil;20
24468;3253;Schnottwil;2,4,5,9,19,18,20,24,25
17141;3254;Messen;20
17517;3254;Messen;5,20
25143;3254;Messen;4,9,24,25
25364;3254;Balm b. Messen;25
28924;3254;Messen;5,20
8231;3255;Rapperswil BE;4,9,19,24,25
22366;3255;Rapperswil BE;20
6547;3257;Grossaffoltern;2,4,9,10,11,19,17,18,24
20134;3257;Grossaffoltern;20
26886;3257;Ammerzwil BE;9
26887;3257;Grossaffoltern;9
26888;3257;Grossaffoltern;9
25121;3262;Suberg;9,25
23520;3263;Büetigen;4,9,24,25
16630;3264;Diessbach b. Büren;20
17020;3264;Diessbach b. Büren;5,20
19072;3264;Diessbach b. Büren;20
23624;3264;Diessbach b. Büren;2,4,9,24,25
26900;3266;Wiler b. Seedorf;4,5,9,24
22396;3267;Seedorf BE;20
24493;3267;Seedorf BE;2,4,5,6,28,9,10,11,14,18,3,20,22,24,25
26898;3267;Seedorf BE;4,9,24
26899;3267;Seedorf BE;2,9
31905;3267;Seedorf BE;11
24974;3268;Lobsigen;2,4,5,9,24,25
146;3270;Aarberg;2,4,9,24,25
17270;3270;Aarberg;5,20
19393;3270;Aarberg;20
23353;3270;Aarberg;25
29414;3270;Aarberg;5,28,37,17,30,20,29
30452;3270;Aarberg;4,5,20
31179;3270;Aarberg;5,20
39248;3270;Aarberg;5,20
48278;3270;Aarberg;4,9,24
48279;3270;Aarberg;9
26895;3271;Radelfingen b. Aarberg;2,4,5,9,24
6824;3272;Walperswil;4,9,19,24
17012;3272;Epsach;20
17066;3272;Walperswil;20
27151;3272;Epsach;4,9,24
6586;3273;Kappelen;2,4,5,9,19,24,25
19832;3273;Kappelen;20
26889;3273;Kappelen;9
6641;3274;Merzligen;4,9,19,24,25
25351;3274;Hermrigen;25
31417;3274;Bühl b. Aarberg;4,9,24
4168;3280;Murten;2,4,5,38,9,11,19,14,15,18,3,20,24,25
21934;3280;Murten;5,20
22379;3280;Murten;20
25422;3280;Meyriez;25
26102;3280;Murten;1,2,4,5,34,6,28,38,9,10,19,14,15,16,17,18,3,39,21,22,23,24,25,27,26
28584;3280;Murten;5,20
29409;3280;Murten;5,28,37,17,30,20,29
43678;3280;Murten;5,20
47530;3280;Murten;5,34,28,19,37,17,30,20,29
26885;3282;Bargen BE;2,4,9,19,24,25
22101;3283;Kallnach;20
23897;3283;Kallnach;2,4,5,9,19,3,20,24,25
24192;3283;Niederried b. Kallnach;25
28875;3283;Kallnach;5,20
30730;3284;Fräschels;4,9,24,25
6509;3285;Galmiz;4,9,19,24
25927;3285;Galmiz;25
25084;3286;Muntelier;4,9,24
36204;3286;Muntelier;25
7932;3292;Busswil b. Büren;4,9,24
29417;3292;Busswil b. Büren;5,28,37,17,30,20,29
43761;3292;Busswil b. Büren;5,20
22118;3293;Dotzigen;20
23201;3293;Dotzigen;5,20
23638;3293;Dotzigen;4,9,24,25
39652;3293;Dotzigen;5,20
16748;3294;Büren an der Aare;5,20
17432;3294;Büren an der Aare;5,20
23529;3294;Büren an der Aare;25
25214;3294;Büren an der Aare;4,9,24,25
26103;3294;Büren an der Aare;5,34,6,28,9,14,17,18,3,39,27,26
28796;3294;Büren an der Aare;5,20
29423;3294;Büren an der Aare;5,28,37,17,30,20,29
31709;3294;Meienried;4,9,24
8232;3295;Rüti b. Büren;4,9,19,24,25
20355;3296;Arch;5,20
23388;3296;Arch;2,4,5,9,24,25
17379;3297;Leuzigen;5,20
23998;3297;Leuzigen;2,4,9,19,20,24,25
21406;3298;Oberwil b. Büren;20
26985;3298;Oberwil b. Büren;2,4,9,24
24132;3302;Moosseedorf;4,9,19,24,25
25326;3302;Moosseedorf;9,25
28930;3302;Moosseedorf;5,20
6581;3303;Jegenstorf;4,9,19,15,24
17353;3303;Jegenstorf;5,20
23886;3303;Jegenstorf;25
27027;3303;Zuzwil BE;4,9,24
29524;3303;Jegenstorf;5,28,37,17,30,20,25,29
31596;3303;Jegenstorf;2,5,6,28,7,38,10,17,18,25
43890;3303;Jegenstorf;5,20
46345;3303;Jegenstorf;5,19,20
27023;3305;Iffwil;4,9,24
25365;3306;Etzelkofen;4,9,24,25
25363;3307;Brunnenthal;4,9,20,24,25
23064;3308;Grafenried;20
23097;3308;Grafenried;20
23769;3308;Grafenried;25
27022;3308;Grafenried;2,4,9,24
27025;3309;Kernenried;4,9,24
6498;3312;Fraubrunnen;4,9,19,24,25
22128;3312;Fraubrunnen;20
29525;3312;Fraubrunnen;5,28,37,17,30,20,29
8290;3313;Büren zum Hof;4,9,19,24
27599;3314;Schalunen;4,9,24
17411;3315;Bätterkinden;5,20
22312;3315;Bätterkinden;20
23433;3315;Bätterkinden;4,9,24,25
29064;3315;Bätterkinden;5,20
29527;3315;Bätterkinden;5,28,37,17,30,20,29
43762;3315;Bätterkinden;5,20
8283;3317;Limpach;4,9,19,24,25
23017;3317;Limpach;20
27588;3317;Mülchi;4,24
28647;3321;Schönbühl Einkaufszentrum;5,20
47356;3321;Schönbühl Einkaufszentrum;5,34,28,19,37,17,30,20,29
8282;3322;Urtenen-Schönbühl;2,4,5,9,19,17,24,25
18284;3322;Urtenen-Schönbühl;20
18488;3322;Urtenen-Schönbühl;20
22436;3322;Urtenen-Schönbühl;20
23138;3322;Urtenen-Schönbühl Einkaufszentrum;20
24079;3322;Mattstetten;25
24654;3322;Urtenen-Schönbühl;25
27024;3322;Mattstetten;4,9,24,25
28648;3322;Urtenen-Schönbühl;5,20
29520;3322;Urtenen-Schönbühl;5,28,37,17,30,20,29
29522;3322;Urtenen-Schönbühl;5,28,37,17,30,20,25,29
31819;3322;Urtenen-Schönbühl;9
31820;3322;Urtenen-Schönbühl;9
35862;3322;Urtenen-Schönbühl;4,5,20
43478;3322;Schönbühl-Urtenen;5,20
6384;3323;Bäriswil BE;4,9,19,20,24,25
6567;3324;Hindelbank;2,28,38,10,19,14,17,18,3,39
19015;3324;Hindelbank;5,20
20104;3324;Hindelbank;5,20
23841;3324;Hindelbank;4,5,9,20,24,25
23838;3325;Hettiswil b. Hindelbank;4,9,19,24,25
6595;3326;Krauchthal;2,4,5,9,19,17,24
17011;3326;Krauchthal;5,20
18682;3326;Krauchthal;5,20
23919;3326;Krauchthal;25
27003;3326;Krauchthal;4,9,24
4579;3360;Herzogenbuchsee;9
4580;3360;Herzogenbuchsee;4,9,19,24,25
16920;3360;Herzogenbuchsee;20
17526;3360;Herzogenbuchsee;5,20
18474;3360;Herzogenbuchsee;20
23837;3360;Herzogenbuchsee;9
28496;3360;Herzogenbuchsee;5,20
29605;3360;Herzogenbuchsee;5,28,37,17,30,20,25,29
35842;3360;Herzogenbuchsee;4,5,20
39786;3360;Herzogenbuchsee;20
42975;3360;Herzogenbuchsee;1,2,4,35,5,6,28,9,19,14,15,16,17,18,3,20,21,22,23,24,25,40
43428;3360;Herzogenbuchsee;5,20
43865;3360;Herzogenbuchsee;5,20
47321;3360;Herzogenbuchsee;5,34,28,19,37,17,30,20,29
25000;3362;Niederönz;2,9,20,25
2918;3363;Oberönz;4,9,19,24,25
17197;3365;Seeberg;5,20
23775;3365;Grasswil;9,25
24492;3365;Seeberg;2,25
25097;3366;Bettenhausen;2,4,5,9,19,20,24,25
25098;3366;Bollodingen;2,4,5,9,20,24,25
24251;3367;Ochlenberg;25
25444;3367;Thörigen;2,4,5,9,19,20,24,25
7931;3368;Bleienbach;2,4,5,9,19,24,25
16535;3373;Heimenhausen;20
24388;3373;Röthenbach Herzogenbuchsee;9,25
25399;3374;Wangenried;2,4,5,9,19,24,25
24913;3375;Inkwil;9,25
25438;3376;Graben;9,25
25439;3376;Berken;25
24982;3377;Walliswil b. Wangen;2,4,5,9,19,24,25
16794;3380;Wangen an der Aare;20
24703;3380;Walliswil b. Niederbipp;2,4,9,14,3,24,25
25802;3380;Wangen an der Aare;2,4,9,19,24,25
29602;3380;Wangen an der Aare;5,28,37,17,30,20,25,29
46346;3380;Wangen an der Aare;5,19,20
16627;3400;Burgdorf;20
17622;3400;Burgdorf;5,20
18018;3400;Burgdorf;20
21573;3400;Burgdorf;20
23533;3400;Burgdorf;4,5,9,24,25
25684;3400;Burgdorf;1,2,4,35,5,34,6,28,7,38,9,10,11,12,13,19,14,15,16,17,3,20,39,21,22,23,24,25
26988;3400;Burgdorf;4,9,24
26989;3400;Burgdorf;4,5,9,24
26990;3400;Burgdorf;4,9,24
26991;3400;Burgdorf;4,9,24
26993;3400;Burgdorf;4,9,24
26994;3400;Burgdorf;4,9,24
28416;3400;Burgdorf;5,20
28417;3400;Burgdorf;5,20
28418;3400;Burgdorf;5,20
29534;3400;Burgdorf;5,28,37,17,30,20,29
29536;3400;Burgdorf;5,28,37,17,30,20,25,29
30500;3400;Burgdorf;4,5,20
33138;3400;Burgdorf;35,5,6,28,17,20
36227;3400;Burgdorf;1,2,4,35,5,31,34,6,28,7,8,38,9,10,11,12,13,19,14,15,37,16,17,18,3,30,20,39,21,22,23,24,25,27,26,29
43487;3400;Burgdorf;5,20
43796;3400;Burgdorf;5,20
43847;3400;Burgdorf;5,20
47307;3400;Burgdorf;5,34,28,19,37,17,30,20,29
26109;3401;Burgdorf;2,6,28,19,14,15,17,18,20,39,22,23,25
8162;3412;Heimiswil;2,4,9,19,24,25
23338;3412;Heimiswil;5,20
26999;3412;Heimiswil;9
6678;3414;Oberburg;2,4,9,19,24,25
21665;3414;Oberburg;20
24213;3414;Oberburg;9,25
29537;3414;Oberburg;5,28,37,17,30,20,29
30608;3414;Oberburg;4,5,20
33074;3414;Oberburg;35,5,17,20,22
41478;3414;Oberburg;5,6,28,37,17,30,20
43889;3414;Oberburg;5,20
6718;3415;Rüegsauschachen;4,9,11,19,24,25
17463;3415;Hasle b.Burgdorf;5,20
23812;3415;Hasle b. Burgdorf;25
26995;3415;Hasle-Rüegsau;4,9,24
26996;3415;Hasle b. Burgdorf;9
26997;3415;Schafhausen im Emmental;9
29538;3415;Rüegsauschachen;5,28,37,17,30,20,29
47262;3415;Hasle-Rüegsau;5,34,19,37,17,30,20,29
21260;3416;Affoltern im Emmental;20
23363;3416;Affoltern im Emmental;2,4,9,24,25
25659;3416;Affoltern im Emmental;25
16631;3418;Rüegsbach;5,20
25463;3418;Rüegsbach;4,9,11,24
21341;3419;Biembach im Emmental;20
25284;3419;Biembach im Emmental;9,25
24054;3421;Lyssach;2,4,5,34,9,19,24,25
31379;3421;Lyssach;25
31380;3421;Lyssach;25
33109;3421;Lyssach;35,5,17,20,22
22889;3422;Kirchberg BE;9
23908;3422;Kirchberg BE;25
23909;3422;Kirchberg BE;4,9,24,25
24399;3422;Alchenflüh;4,5,9,24,25
25518;3422;Kirchberg BE;4,9,24,25
26111;3422;Kirchberg BE;1,2,4,35,5,34,6,28,7,8,38,9,10,19,14,15,16,17,18,3,30,20,39,21,22,23,24,25,27,26,40
28512;3422;Kirchberg BE;5,20
29533;3422;Kirchberg BE;5,28,37,17,30,20,29
30456;3422;Alchenflüh;4,5,20
41484;3422;Kirchberg BE;5,6,28,37,17,30,20
43421;3422;Kirchberg;5,20
43490;3422;Kirchberg;5,20
43819;3422;Kirchberg BE;5,20
47286;3422;Kirchberg BE;5,34,28,19,37,17,30,20,29
6488;3423;Ersigen;4,9,19,24,25
16467;3423;Ersigen;20
17496;3423;Ersigen;5,20
25080;3424;Niederösch;25
25081;3424;Oberösch;25
6594;3425;Koppigen;2,4,5,6,28,9,19,18,20,24,25
16595;3425;Koppigen;20
17082;3425;Koppigen;5,20
18270;3425;Koppigen;5,20
25412;3425;Koppigen;25
22850;3426;Aefligen;5,20
25510;3426;Aefligen;2,4,9,24,25
26987;3426;Aefligen;9,19
6795;3427;Utzenstorf;2,10,19,14,18,3,21,23
17508;3427;Utzenstorf;5,20
24658;3427;Utzenstorf;4,9,24,25
26113;3427;Utzenstorf;1,2,4,35,5,34,6,28,9,10,11,13,14,17,18,3,20,39,21,23,24,27,26
29529;3427;Utzenstorf;5,28,37,17,30,20,29
43887;3427;Utzenstorf;5,20
47261;3427;Utzenstorf;5,34,19,37,17,30,20,29
24742;3428;Wiler b. Utzenstorf;2,4,9,10,24,25
23830;3429;Hellsau;2,4,9,19,24,25
27000;3429;Höchstetten;2,4,9,19,24
24052;3432;Lützelflüh-Goldbach;4,9,24,25
26998;3432;Lützelflüh-Goldbach;9
29539;3432;Lützelflüh-Goldbach;5,28,37,17,30,20,25,29
44062;3432;Lützelflüh;5,20
48245;3432;Lützelflüh-Goldbach;11
48246;3432;Lützelflüh-Goldbach;4,9,24,25
27095;3434;Obergoldbach;4,9,24,25
24325;3435;Ramsei;4,9,24,25
48244;3435;Ramsei;36
6858;3436;Zollbrück;4,19,24
16802;3436;Zollbrück;5,20
19799;3436;Zollbrück;20
24786;3436;Zollbrück;9,25
25677;3437;Rüderswil;25
19027;3452;Grünenmatt;20
23788;3452;Grünenmatt;4,9,24,25
17267;3453;Heimisbach;20
18274;3453;Heimisbach;5,20
18346;3453;Heimisbach;20
23826;3453;Heimisbach;25
25188;3453;Heimisbach;25
39672;3453;Heimisbach;5,20
29014;3454;Sumiswald;5,20
29541;3454;Sumiswald;5,28,37,17,30,20,25,29
46347;3454;Sumiswald;5,19,20
48264;3454;Sumiswald;4,5,9,24
17558;3455;Grünen;5,20
24580;3455;Grünen;4,5,9,19,37,16,24,25
43888;3455;Grünen;5,20
48265;3455;Grünen;1,2,4,35,5,6,28,9,10,12,13,19,14,37,17,18,3,20,23,24,25
18684;3457;Wasen im Emmental;5,20
18813;3457;Wasen im Emmental;20
25144;3457;Wasen im Emmental;25
27213;3457;Wasen im Emmental;4,5,9,37,16,24,25
29040;3457;Wasen im Emmental;5,20
16817;3462;Weier im Emmental;5,20
17354;3465;Dürrenroth;5,20
19898;3465;Dürrenroth;20
25003;3465;Dürrenroth;4,9,24,25
17186;3472;Wynigen;5,20
17492;3472;Wynigen;5,20
24775;3472;Wynigen;25
24776;3472;Wynigen;2,4,9,19,18,20,24,25
43391;3472;Wynigen;5,20
23366;3473;Alchenstorf;4,9,20,24,25
17339;3475;Riedtwil;5,20
24362;3475;Riedtwil;25
27217;3476;Oschwand;9
27093;3503;Gysenstein;9
27094;3503;Gysenstein;9
8285;3506;Grosshöchstetten;2,4,5,6,28,7,38,9,11,13,19,14,15,37,16,17,18,30,20,22,23,24,25
20105;3506;Grosshöchstetten;5,20
23786;3506;Grosshöchstetten;4,9,24,25
25063;3506;Grosshöchstetten;25
29487;3506;Grosshöchstetten;5,28,37,17,30,20,25,29
30546;3506;Grosshöchstetten;4,5,20
18683;3507;Biglen;5,20
23485;3507;Biglen;4,9,24,25
24916;3507;Biglen;25
27087;3507;Biglen;2
29535;3507;Biglen;5,28,37,17,30,20,29
44064;3507;Biglen;5,20
23389;3508;Arni BE;4,9,24,25
21922;3510;Konolfingen;20
25187;3510;Konolfingen;20,25
25427;3510;Konolfingen;9,25
25449;3510;Freimettigen;9,25
27090;3510;Konolfingen;2,4,9,24,25
27091;3510;Konolfingen;9
27092;3510;Konolfingen;9
28517;3510;Konolfingen;5,20
29483;3510;Konolfingen;5,28,37,17,30,20,29
43486;3510;Konolfingen;5,20
47282;3510;Konolfingen;5,34,19,37,17,30,20,29
17178;3512;Walkringen;20
24701;3512;Walkringen;2,4,9,19,20,24,25
173;3513;Bigenthal;1,2,35,34,6,28,19,14,37,16,18,3,20,39,27,26
25167;3513;Bigenthal;4,9,19,20,24,25
17062;3531;Oberthal;20
27104;3531;Oberthal;9
18337;3532;Zäziwil;5,20
22038;3532;Zäziwil;5,20
24781;3532;Zäziwil;4,9,19,24,25
23498;3533;Bowil;2,4,9,24,25
32880;3533;Bowil;9
17613;3534;Signau;5,20
24513;3534;Signau;4,9,24,25
29540;3534;Signau;5,28,37,17,30,20,29
32881;3534;Signau;11
22122;3535;Schüpbach;20
24478;3535;Schüpbach;4,9,24,25
25013;3536;Aeschau;4,5,9,19,24,25
17375;3537;Eggiwil;5,20
23646;3537;Eggiwil;4,5,9,19,20,24,25
31421;3537;Eggiwil;5,20
18681;3538;Röthenbach im Emmental;20
20049;3538;Röthenbach im Emmental;20
24389;3538;Röthenbach im Emmental;2,4,9,24,25
44126;3538;Röthenbach i. E.;5,20
23966;3543;Emmenmatt;4,9,24
26117;3543;Emmenmatt;1,5,6,28,7,12,13,14,17,18,3,39,21
2466;3550;Langnau im Emmental;9,25
4623;3550;Langnau im Emmental;4,9,24,25
4624;3550;Langnau im Emmental;4,9,24,25
4625;3550;Langnau im Emmental;9,25
4626;3550;Langnau im Emmental;4,9,24,25
4629;3550;Langnau im Emmental;2,19,15,17
4633;3550;Langnau im Emmental;25
21116;3550;Langnau im Emmental;20
23959;3550;Langnau im Emmental;25
25504;3550;Langnau im Emmental;1,2,4,35,5,34,6,28,7,38,9,12,13,19,14,16,17,18,3,20,39,21,22,23,24,25,27,26,40,29
25670;3550;Langnau im Emmental;25
25837;3550;Langnau im Emmental;25
27188;3550;Langnau im Emmental;5,28,37,17,30,20,29
28531;3550;Langnau im Emmental;5,20
30574;3550;Langnau im Emmental;4,5,20
33122;3550;Langnau im Emmental;35,5,17,20,22
43489;3550;Langnau;5,20
47347;3550;Langnau im Emmental;5,34,28,19,37,17,30,20,29
4627;3552;Bärau;9
28889;3552;Bärau;5,20
4628;3553;Gohl;9
17452;3555;Trubschachen;5,20
19141;3555;Trubschachen;20
24928;3555;Trubschachen;9,25
25678;3555;Trubschachen;25
27189;3555;Trubschachen;4,5,9,12,19,24,25
31412;3555;Trubschachen;2
31413;3555;Trubschachen;25
31416;3555;Trubschachen;11
43817;3555;Trubschachen;5,20
24927;3556;Trub;25
17045;3600;Thun;5,20
18863;3600;Thun;20
18889;3600;Thun;20
18969;3600;Thun;20
24608;3600;Thun;25
24609;3600;Thun;4
26120;3600;Thun;1,2,4,5,34,6,28,7,9,10,11,19,14,15,17,18,3,39,21,22,23,24,25,27,26
27201;3600;Thun;4,9,24
27204;3600;Thun;4,9,24,25
27205;3600;Thun;4,9,24
27208;3600;Thun;4,9,24
28682;3600;Thun;5,20
28684;3600;Thun;5,20
29480;3600;Thun;5,28,37,17,30,20,29
29484;3600;Thun;5,28,37,17,30,20,29
30652;3600;Thun;4,5,20
30653;3600;Thun;4,5,20
31177;3600;Thun;5,20
31423;3600;Thun;4,9,12,3,24
35417;3600;Thun;20
39373;3600;Thun;5,37,20
41477;3600;Thun;5,6,28,37,17,30,20
41481;3600;Thun;5,6,28,37,17,30,20
43426;3600;Thun;5,20
43677;3600;Thun;5,20
43732;3600;Thun;5,20
43733;3600;Thun;5,20
43816;3600;Thun;5,20
