Jahr;GEMEINDE_BFS_NR;GEMEINDE;Bezirk NR;BEZIRK;REGION_CODE;REGION;ANZAHL_PERSONEN_TOTAL
01.01.2011;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5310
01.01.2013;64;Nürensdorf;3;Bülach;102;Glattal;5311
01.01.2012;151;Erlenbach;7;Horgen;107;Pfannenstiel;5318
01.01.2015;3;Bonstetten;1;Affoltern;105;Knonaueramt;5322
01.01.2019;55;Eglisau;3;Bülach;111;Zürcher Unterland;5335
01.01.2013;151;Erlenbach;7;Horgen;107;Pfannenstiel;5336
01.01.2017;10;Obfelden;1;Affoltern;105;Knonaueramt;5340
01.01.2017;194;Greifensee;9;Pfäffikon;102;Glattal;5345
01.01.2018;194;Greifensee;9;Pfäffikon;102;Glattal;5350
01.01.2010;231;Zell;10;Uster;109;Winterthur und Umgebung;5357
01.01.2015;194;Greifensee;9;Pfäffikon;102;Glattal;5360
01.01.2016;194;Greifensee;9;Pfäffikon;102;Glattal;5366
01.01.2020;9;Mettmenstetten;1;Affoltern;105;Knonaueramt;5378
01.01.2019;194;Greifensee;9;Pfäffikon;102;Glattal;5379
01.01.2015;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5379
01.01.2014;64;Nürensdorf;3;Bülach;102;Glattal;5383
01.01.2011;139;Rüschlikon;6;Hinwil;106;Zimmerberg;5385
01.01.2014;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5386
01.01.2012;139;Rüschlikon;6;Hinwil;106;Zimmerberg;5418
01.01.2012;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5419
01.01.2016;3;Bonstetten;1;Affoltern;105;Knonaueramt;5422
01.01.2011;231;Zell;10;Uster;109;Winterthur und Umgebung;5426
01.01.2013;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5438
01.01.2014;151;Erlenbach;7;Horgen;107;Pfannenstiel;5443
01.01.2015;64;Nürensdorf;3;Bülach;102;Glattal;5464
01.01.2016;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5470
01.01.2015;151;Erlenbach;7;Horgen;107;Pfannenstiel;5472
01.01.2019;160;Zumikon;7;Horgen;107;Pfannenstiel;5481
01.01.2012;231;Zell;10;Uster;109;Winterthur und Umgebung;5485
01.01.2017;3;Bonstetten;1;Affoltern;105;Knonaueramt;5491
01.01.2014;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5498
01.01.2020;55;Eglisau;3;Bülach;111;Zürcher Unterland;5499
01.01.2015;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5500
01.01.2016;151;Erlenbach;7;Horgen;107;Pfannenstiel;5502
01.01.2010;83;Buchs;4;Dielsdorf;103;Furttal;5522
01.01.2017;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5533
01.01.2016;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5537
01.01.2018;3;Bonstetten;1;Affoltern;105;Knonaueramt;5539
01.01.2013;139;Rüschlikon;6;Hinwil;106;Zimmerberg;5542
01.01.2017;151;Erlenbach;7;Horgen;107;Pfannenstiel;5567
01.01.2014;139;Rüschlikon;6;Hinwil;106;Zimmerberg;5573
01.01.2020;160;Zumikon;7;Horgen;107;Pfannenstiel;5573
01.01.2019;3;Bonstetten;1;Affoltern;105;Knonaueramt;5576
01.01.2020;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5577
01.01.2018;10;Obfelden;1;Affoltern;105;Knonaueramt;5580
01.01.2016;64;Nürensdorf;3;Bülach;102;Glattal;5581
01.01.2019;151;Erlenbach;7;Horgen;107;Pfannenstiel;5586
01.01.2019;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5589
01.01.2017;64;Nürensdorf;3;Bülach;102;Glattal;5591
01.01.2018;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5592
01.01.2019;64;Nürensdorf;3;Bülach;102;Glattal;5593
01.01.2020;151;Erlenbach;7;Horgen;107;Pfannenstiel;5600
01.01.2018;151;Erlenbach;7;Horgen;107;Pfannenstiel;5605
01.01.2020;3;Bonstetten;1;Affoltern;105;Knonaueramt;5610
01.01.2018;64;Nürensdorf;3;Bülach;102;Glattal;5612
01.01.2020;64;Nürensdorf;3;Bülach;102;Glattal;5616
01.01.2017;176;Lindau;8;Meilen;109;Winterthur und Umgebung;5621
01.01.2013;231;Zell;10;Uster;109;Winterthur und Umgebung;5637
01.01.2010;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5646
01.01.2015;139;Rüschlikon;6;Hinwil;106;Zimmerberg;5664
01.01.2018;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5672
01.01.2014;231;Zell;10;Uster;109;Winterthur und Umgebung;5689
01.01.2015;231;Zell;10;Uster;109;Winterthur und Umgebung;5690
01.01.2011;83;Buchs;4;Dielsdorf;103;Furttal;5692
01.01.2019;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5719
01.01.2016;139;Rüschlikon;6;Hinwil;106;Zimmerberg;5720
01.01.2019;10;Obfelden;1;Affoltern;105;Knonaueramt;5725
01.01.2010;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;5728
01.01.2016;231;Zell;10;Uster;109;Winterthur und Umgebung;5745
01.01.2020;223;Neftenbach;10;Uster;109;Winterthur und Umgebung;5753
01.01.2011;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5767
01.01.2020;10;Obfelden;1;Affoltern;105;Knonaueramt;5778
01.01.2012;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5787
01.01.2017;139;Rüschlikon;6;Hinwil;106;Zimmerberg;5830
01.01.2011;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;5837
01.01.2010;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;5853
01.01.2010;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;5862
01.01.2013;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5871
01.01.2010;242;Birmensdorf;11;Winterthur;104;Limmattal;5876
01.01.2013;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;5879
01.01.2010;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;5885
01.01.2011;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;5889
01.01.2014;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5909
01.01.2015;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5917
01.01.2011;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;5921
01.01.2011;242;Birmensdorf;11;Winterthur;104;Limmattal;5922
01.01.2017;231;Zell;10;Uster;109;Winterthur und Umgebung;5929
01.01.2012;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;5932
01.01.2017;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5940
01.01.2014;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;5948
01.01.2012;242;Birmensdorf;11;Winterthur;104;Limmattal;5951
01.01.2019;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5960
01.01.2016;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5962
01.01.2020;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5966
01.01.2012;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;5977
01.01.2011;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;5979
01.01.2015;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;5981
01.01.2018;86;Dielsdorf;4;Dielsdorf;111;Zürcher Unterland;5988
01.01.2018;231;Zell;10;Uster;109;Winterthur und Umgebung;6017
01.01.2018;139;Rüschlikon;6;Hinwil;106;Zimmerberg;6028
01.01.2013;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;6039
01.01.2016;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;6042
01.01.2012;83;Buchs;4;Dielsdorf;103;Furttal;6047
01.01.2013;242;Birmensdorf;11;Winterthur;104;Limmattal;6056
01.01.2012;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;6060
01.01.2010;152;Herrliberg;7;Horgen;107;Pfannenstiel;6069
01.01.2019;139;Rüschlikon;6;Hinwil;106;Zimmerberg;6103
01.01.2014;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;6114
01.01.2011;152;Herrliberg;7;Horgen;107;Pfannenstiel;6119
01.01.2020;139;Rüschlikon;6;Hinwil;106;Zimmerberg;6120
01.01.2012;152;Herrliberg;7;Horgen;107;Pfannenstiel;6127
01.01.2017;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;6145
01.01.2014;83;Buchs;4;Dielsdorf;103;Furttal;6152
01.01.2018;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;6158
01.01.2013;152;Herrliberg;7;Horgen;107;Pfannenstiel;6159
01.01.2014;242;Birmensdorf;11;Winterthur;104;Limmattal;6167
01.01.2013;83;Buchs;4;Dielsdorf;103;Furttal;6174
01.01.2019;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;6191
01.01.2012;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6221
01.01.2020;159;Uetikon a.S.;7;Horgen;107;Pfannenstiel;6222
01.01.2015;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;6226
01.01.2015;242;Birmensdorf;11;Winterthur;104;Limmattal;6235
01.01.2014;152;Herrliberg;7;Horgen;107;Pfannenstiel;6240
01.01.2013;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6262
01.01.2015;83;Buchs;4;Dielsdorf;103;Furttal;6269
01.01.2016;242;Birmensdorf;11;Winterthur;104;Limmattal;6274
01.01.2016;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;6281
01.01.2016;152;Herrliberg;7;Horgen;107;Pfannenstiel;6286
01.01.2015;152;Herrliberg;7;Horgen;107;Pfannenstiel;6289
01.01.2017;152;Herrliberg;7;Horgen;107;Pfannenstiel;6290
01.01.2015;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6292
01.01.2019;231;Zell;10;Uster;109;Winterthur und Umgebung;6295
01.01.2017;83;Buchs;4;Dielsdorf;103;Furttal;6303
01.01.2014;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6309
01.01.2016;83;Buchs;4;Dielsdorf;103;Furttal;6320
01.01.2016;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6333
01.01.2017;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;6355
01.01.2017;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6378
01.01.2010;245;Oberengstringen;11;Winterthur;104;Limmattal;6381
01.01.2011;245;Oberengstringen;11;Winterthur;104;Limmattal;6384
01.01.2017;242;Birmensdorf;11;Winterthur;104;Limmattal;6385
01.01.2018;83;Buchs;4;Dielsdorf;103;Furttal;6390
01.01.2018;152;Herrliberg;7;Horgen;107;Pfannenstiel;6391
01.01.2012;245;Oberengstringen;11;Winterthur;104;Limmattal;6397
01.01.2018;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6421
01.01.2020;231;Zell;10;Uster;109;Winterthur und Umgebung;6422
01.01.2013;245;Oberengstringen;11;Winterthur;104;Limmattal;6444
01.01.2019;152;Herrliberg;7;Horgen;107;Pfannenstiel;6458
01.01.2013;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;6460
01.01.2019;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6480
01.01.2018;242;Birmensdorf;11;Winterthur;104;Limmattal;6497
01.01.2018;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;6512
01.01.2014;245;Oberengstringen;11;Winterthur;104;Limmattal;6539
01.01.2015;245;Oberengstringen;11;Winterthur;104;Limmattal;6549
01.01.2020;83;Buchs;4;Dielsdorf;103;Furttal;6554
01.01.2019;83;Buchs;4;Dielsdorf;103;Furttal;6560
01.01.2016;245;Oberengstringen;11;Winterthur;104;Limmattal;6563
01.01.2020;152;Herrliberg;7;Horgen;107;Pfannenstiel;6566
01.01.2017;245;Oberengstringen;11;Winterthur;104;Limmattal;6569
01.01.2018;245;Oberengstringen;11;Winterthur;104;Limmattal;6570
01.01.2010;112;Bubikon;5;Dietikon;108;Zürcher Oberland;6573
01.01.2020;172;Fehraltorf;8;Meilen;108;Zürcher Oberland;6573
01.01.2019;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;6601
01.01.2014;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;6632
01.01.2020;298;Wiesendangen;10;Uster;109;Winterthur und Umgebung;6636
01.01.2010;113;Dürnten;5;Dietikon;108;Zürcher Oberland;6665
01.01.2010;97;Rümlang;4;Dielsdorf;102;Glattal;6698
01.01.2019;242;Birmensdorf;11;Winterthur;104;Limmattal;6714
01.01.2020;245;Oberengstringen;11;Winterthur;104;Limmattal;6724
01.01.2019;245;Oberengstringen;11;Winterthur;104;Limmattal;6739
01.01.2011;112;Bubikon;5;Dietikon;108;Zürcher Oberland;6771
01.01.2015;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;6789
01.01.2012;112;Bubikon;5;Dietikon;108;Zürcher Oberland;6856
01.01.2020;242;Birmensdorf;11;Winterthur;104;Limmattal;6893
01.01.2011;97;Rümlang;4;Dielsdorf;102;Glattal;6924
01.01.2013;112;Bubikon;5;Dietikon;108;Zürcher Oberland;6936
01.01.2016;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;6940
01.01.2017;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;6964
01.01.2014;112;Bubikon;5;Dietikon;108;Zürcher Oberland;6979
01.01.2012;97;Rümlang;4;Dielsdorf;102;Glattal;7006
01.01.2015;112;Bubikon;5;Dietikon;108;Zürcher Oberland;7027
01.01.2010;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7050
01.01.2010;54;Dietlikon;3;Bülach;102;Glattal;7053
01.01.2011;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7055
01.01.2011;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7062
01.01.2018;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;7088
01.01.2011;54;Dietlikon;3;Bülach;102;Glattal;7097
01.01.2016;112;Bubikon;5;Dietikon;108;Zürcher Oberland;7119
01.01.2012;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7128
01.01.2013;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7157
01.01.2012;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7159
01.01.2012;54;Dietlikon;3;Bülach;102;Glattal;7164
01.01.2013;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7186
01.01.2017;112;Bubikon;5;Dietikon;108;Zürcher Oberland;7194
01.01.2011;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7197
01.01.2015;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7198
01.01.2019;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;7208
01.01.2013;97;Rümlang;4;Dielsdorf;102;Glattal;7217
01.01.2013;54;Dietlikon;3;Bülach;102;Glattal;7219
01.01.2012;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7223
01.01.2014;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7230
01.01.2016;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7243
01.01.2010;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7250
01.01.2017;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7291
01.01.2013;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7308
01.01.2018;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7320
01.01.2018;112;Bubikon;5;Dietikon;108;Zürcher Oberland;7335
01.01.2019;112;Bubikon;5;Dietikon;108;Zürcher Oberland;7349
01.01.2020;92;Oberglatt;4;Dielsdorf;111;Zürcher Unterland;7361
01.01.2020;112;Bubikon;5;Dietikon;108;Zürcher Oberland;7367
01.01.2014;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7374
01.01.2015;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7392
01.01.2014;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7413
01.01.2020;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7422
01.01.2019;227;Seuzach;10;Uster;109;Winterthur und Umgebung;7427
01.01.2015;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7449
01.01.2010;135;Kilchberg;6;Hinwil;106;Zimmerberg;7454
01.01.2016;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7470
01.01.2016;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7476
01.01.2017;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7500
01.01.2017;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7518
01.01.2018;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7522
01.01.2010;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7539
01.01.2011;135;Kilchberg;6;Hinwil;106;Zimmerberg;7541
01.01.2014;97;Rümlang;4;Dielsdorf;102;Glattal;7541
01.01.2016;54;Dietlikon;3;Bülach;102;Glattal;7551
01.01.2014;54;Dietlikon;3;Bülach;102;Glattal;7564
01.01.2012;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7573
01.01.2011;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7588
01.01.2018;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7590
01.01.2013;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7593
01.01.2019;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7594
01.01.2015;54;Dietlikon;3;Bülach;102;Glattal;7605
01.01.2014;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7632
01.01.2012;135;Kilchberg;6;Hinwil;106;Zimmerberg;7641
01.01.2020;113;Dürnten;5;Dietikon;108;Zürcher Oberland;7645
01.01.2017;54;Dietlikon;3;Bülach;102;Glattal;7685
01.01.2019;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7727
01.01.2015;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7742
01.01.2015;97;Rümlang;4;Dielsdorf;102;Glattal;7752
01.01.2013;135;Kilchberg;6;Hinwil;106;Zimmerberg;7767
01.01.2018;54;Dietlikon;3;Bülach;102;Glattal;7768
01.01.2019;54;Dietlikon;3;Bülach;102;Glattal;7839
01.01.2014;135;Kilchberg;6;Hinwil;106;Zimmerberg;7853
01.01.2020;54;Dietlikon;3;Bülach;102;Glattal;7867
01.01.2016;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7874
01.01.2020;136;Langnau a.A.;6;Hinwil;106;Zimmerberg;7880
01.01.2017;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7892
01.01.2018;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7917
01.01.2017;97;Rümlang;4;Dielsdorf;102;Glattal;7929
01.01.2019;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7966
01.01.2010;193;Fällanden;9;Pfäffikon;102;Glattal;7971
01.01.2020;200;Wangen-Brüttisellen;9;Pfäffikon;102;Glattal;7990
01.01.2016;97;Rümlang;4;Dielsdorf;102;Glattal;7991
01.01.2010;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;7994
01.01.2010;192;Egg;9;Pfäffikon;107;Pfannenstiel;7997
01.01.2011;193;Fällanden;9;Pfäffikon;102;Glattal;8062
01.01.2012;193;Fällanden;9;Pfäffikon;102;Glattal;8067
01.01.2015;135;Kilchberg;6;Hinwil;106;Zimmerberg;8077
01.01.2011;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8089
01.01.2012;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8100
01.01.2013;193;Fällanden;9;Pfäffikon;102;Glattal;8139
01.01.2018;97;Rümlang;4;Dielsdorf;102;Glattal;8159
01.01.2014;193;Fällanden;9;Pfäffikon;102;Glattal;8182
01.01.2013;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8182
01.01.2011;192;Egg;9;Pfäffikon;107;Pfannenstiel;8214
01.01.2019;97;Rümlang;4;Dielsdorf;102;Glattal;8229
01.01.2013;192;Egg;9;Pfäffikon;107;Pfannenstiel;8273
01.01.2020;97;Rümlang;4;Dielsdorf;102;Glattal;8281
01.01.2012;192;Egg;9;Pfäffikon;107;Pfannenstiel;8302
01.01.2016;135;Kilchberg;6;Hinwil;106;Zimmerberg;8320
01.01.2014;192;Egg;9;Pfäffikon;107;Pfannenstiel;8330
01.01.2015;193;Fällanden;9;Pfäffikon;102;Glattal;8340
01.01.2015;192;Egg;9;Pfäffikon;107;Pfannenstiel;8378
01.01.2016;192;Egg;9;Pfäffikon;107;Pfannenstiel;8395
01.01.2016;193;Fällanden;9;Pfäffikon;102;Glattal;8401
01.01.2014;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8420
01.01.2017;135;Kilchberg;6;Hinwil;106;Zimmerberg;8437
01.01.2017;192;Egg;9;Pfäffikon;107;Pfannenstiel;8442
01.01.2015;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8463
01.01.2010;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;8526
01.01.2018;192;Egg;9;Pfäffikon;107;Pfannenstiel;8574
01.01.2017;193;Fällanden;9;Pfäffikon;102;Glattal;8575
01.01.2011;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;8594
01.01.2016;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8595
01.01.2017;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8595
01.01.2018;193;Fällanden;9;Pfäffikon;102;Glattal;8651
01.01.2019;193;Fällanden;9;Pfäffikon;102;Glattal;8678
01.01.2012;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;8710
01.01.2018;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8732
01.01.2019;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8759
01.01.2019;192;Egg;9;Pfäffikon;107;Pfannenstiel;8786
01.01.2020;153;Hombrechtikon;7;Horgen;107;Pfannenstiel;8814
01.01.2018;135;Kilchberg;6;Hinwil;106;Zimmerberg;8818
01.01.2020;192;Egg;9;Pfäffikon;107;Pfannenstiel;8820
01.01.2013;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;8845
01.01.2010;56;Embrach;3;Bülach;111;Zürcher Unterland;8856
01.01.2011;56;Embrach;3;Bülach;111;Zürcher Unterland;8915
01.01.2020;193;Fällanden;9;Pfäffikon;102;Glattal;8918
01.01.2019;135;Kilchberg;6;Hinwil;106;Zimmerberg;8925
01.01.2013;56;Embrach;3;Bülach;111;Zürcher Unterland;8926
01.01.2010;120;Wald;5;Dietikon;108;Zürcher Oberland;8961
01.01.2012;56;Embrach;3;Bülach;111;Zürcher Unterland;8975
01.01.2010;250;Urdorf;11;Winterthur;104;Limmattal;8979
01.01.2014;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;9028
01.01.2014;56;Embrach;3;Bülach;111;Zürcher Unterland;9084
01.01.2015;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;9085
01.01.2015;56;Embrach;3;Bülach;111;Zürcher Unterland;9143
01.01.2016;56;Embrach;3;Bülach;111;Zürcher Unterland;9161
01.01.2016;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;9168
01.01.2017;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;9188
01.01.2020;135;Kilchberg;6;Hinwil;106;Zimmerberg;9189
01.01.2011;120;Wald;5;Dietikon;108;Zürcher Oberland;9201
01.01.2018;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;9248
01.01.2011;250;Urdorf;11;Winterthur;104;Limmattal;9249
01.01.2013;120;Wald;5;Dietikon;108;Zürcher Oberland;9314
01.01.2012;120;Wald;5;Dietikon;108;Zürcher Oberland;9321
01.01.2019;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;9340
01.01.2019;56;Embrach;3;Bülach;111;Zürcher Unterland;9410
01.01.2017;56;Embrach;3;Bülach;111;Zürcher Unterland;9419
01.01.2015;120;Wald;5;Dietikon;108;Zürcher Oberland;9421
01.01.2018;56;Embrach;3;Bülach;111;Zürcher Unterland;9434
01.01.2020;90;Niederhasli;4;Dielsdorf;111;Zürcher Unterland;9446
01.01.2014;120;Wald;5;Dietikon;108;Zürcher Oberland;9446
01.01.2012;250;Urdorf;11;Winterthur;104;Limmattal;9456
01.01.2013;250;Urdorf;11;Winterthur;104;Limmattal;9505
01.01.2010;195;Maur;9;Pfäffikon;102;Glattal;9517
01.01.2011;195;Maur;9;Pfäffikon;102;Glattal;9531
01.01.2010;115;Gossau;5;Dietikon;108;Zürcher Oberland;9539
01.01.2016;120;Wald;5;Dietikon;108;Zürcher Oberland;9591
01.01.2020;56;Embrach;3;Bülach;111;Zürcher Unterland;9600
01.01.2012;195;Maur;9;Pfäffikon;102;Glattal;9610
01.01.2014;250;Urdorf;11;Winterthur;104;Limmattal;9611
01.01.2016;250;Urdorf;11;Winterthur;104;Limmattal;9641
01.01.2011;115;Gossau;5;Dietikon;108;Zürcher Oberland;9653
01.01.2015;250;Urdorf;11;Winterthur;104;Limmattal;9673
01.01.2013;115;Gossau;5;Dietikon;108;Zürcher Oberland;9692
01.01.2013;195;Maur;9;Pfäffikon;102;Glattal;9700
01.01.2012;115;Gossau;5;Dietikon;108;Zürcher Oberland;9709
01.01.2014;195;Maur;9;Pfäffikon;102;Glattal;9711
01.01.2015;115;Gossau;5;Dietikon;108;Zürcher Oberland;9744
01.01.2014;115;Gossau;5;Dietikon;108;Zürcher Oberland;9756
01.01.2017;120;Wald;5;Dietikon;108;Zürcher Oberland;9758
01.01.2017;250;Urdorf;11;Winterthur;104;Limmattal;9768
01.01.2016;115;Gossau;5;Dietikon;108;Zürcher Oberland;9791
01.01.2018;250;Urdorf;11;Winterthur;104;Limmattal;9833
01.01.2015;195;Maur;9;Pfäffikon;102;Glattal;9873
01.01.2018;120;Wald;5;Dietikon;108;Zürcher Oberland;9926
01.01.2017;115;Gossau;5;Dietikon;108;Zürcher Oberland;9937
01.01.2019;250;Urdorf;11;Winterthur;104;Limmattal;9975
01.01.2020;250;Urdorf;11;Winterthur;104;Limmattal;10009
01.01.2016;195;Maur;9;Pfäffikon;102;Glattal;10039
01.01.2019;120;Wald;5;Dietikon;108;Zürcher Oberland;10078
01.01.2017;195;Maur;9;Pfäffikon;102;Glattal;10148
01.01.2020;120;Wald;5;Dietikon;108;Zürcher Oberland;10182
01.01.2018;115;Gossau;5;Dietikon;108;Zürcher Oberland;10198
01.01.2018;195;Maur;9;Pfäffikon;102;Glattal;10204
01.01.2019;115;Gossau;5;Dietikon;108;Zürcher Oberland;10254
01.01.2020;115;Gossau;5;Dietikon;108;Zürcher Oberland;10257
01.01.2010;117;Hinwil;5;Dietikon;108;Zürcher Oberland;10364
01.01.2011;155;Männedorf;7;Horgen;107;Pfannenstiel;10434
01.01.2010;155;Männedorf;7;Horgen;107;Pfannenstiel;10437
01.01.2012;155;Männedorf;7;Horgen;107;Pfannenstiel;10462
01.01.2019;195;Maur;9;Pfäffikon;102;Glattal;10462
01.01.2013;155;Männedorf;7;Horgen;107;Pfannenstiel;10473
01.01.2014;155;Männedorf;7;Horgen;107;Pfannenstiel;10522
01.01.2011;117;Hinwil;5;Dietikon;108;Zürcher Oberland;10544
01.01.2015;155;Männedorf;7;Horgen;107;Pfannenstiel;10588
01.01.2012;117;Hinwil;5;Dietikon;108;Zürcher Oberland;10602
01.01.2010;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;10602
01.01.2013;117;Hinwil;5;Dietikon;108;Zürcher Oberland;10754
01.01.2020;195;Maur;9;Pfäffikon;102;Glattal;10778
01.01.2014;117;Hinwil;5;Dietikon;108;Zürcher Oberland;10779
