Bezirks-Nr.;Bezirkbezeichnung;BFS;Gemeinde;Glas;Metalle;Altoel;Total_Glas_Metalle_Altoel;Jahr_Datum;Jahr;Gesamtsteuerfuss_ohne_Kirchen;Durchschnitt_Steuerfuss_ueber_alle_Jahre;ANZAHL_PERSONEN_TOTAL;Glas_pro_Kopf;Metalle_pro_Kopf;Altoel_pro_Kopf;Total_Glas_Metalle_altoel_pro_kopf;Glas_pro_Kopf_durchschnitt;Metalle_pro_Kopf_durchschnitt;altoel_pro_Kopf_durchschnitt;total_pro_kopf_durchschnitt;Steuerfuss_aenderung;Steuerfuss_aenderung_prozentual;Glas_pro_Kopf_aenderung;Glas_pro_Kopf_aenderung_prozent;Metalle_pro_Kopf_aenderung;Metalle_pro_Kopf_aenderung_prozent;Altoel_pro_Kopf_aenderung;Altoel_pro_Kopf_aenderung_prozent;Total_Glas_Metalle_altoel_pro_kopf_aenderung;Total_Glas_Metalle_altoel_pro_kopf_aenderung_prozent
2; Andelfingen ;32; Humlikon ;13;5;0;18;01.01.2012;2012;122;;484;0.026859504;0.010330579;0;0.037190083;;;;;;;;;;;;;;
2; Andelfingen ;32; Humlikon ;12;4;0;17;01.01.2013;2013;122;;482;0.024896266;0.008298755;0;0.03526971;;;;;;;;;;;;;;
2; Andelfingen ;32; Humlikon ;0;0;0;0;01.01.2014;2014;122;;498;0;0;0;0;;;;;;;;;;;;;;
2; Andelfingen ;32; Humlikon ;12;5;0;17;01.01.2015;2015;122;;504;0.023809524;0.009920635;0;0.033730159;;;;;;;;;;;;;;
2; Andelfingen ;32; Humlikon ;15;1;0;16;01.01.2016;2016;121;;495;0.03030303;0.002020202;0;0.032323232;;;;;;;;;;;;;;
2; Andelfingen ;32; Humlikon ;15;1;0;16;01.01.2017;2017;121;;486;0.030864198;0.002057613;0;0.032921811;;;;;;;;;;;;;;
2; Andelfingen ;32; Humlikon ;12;2;0;14;01.01.2018;2018;123;;486;0.024691358;0.004115226;0;0.028806584;;;;;;;;;;;;;;
9; Pfaeffikon ;296; Illnau-Effretikon ;504;125;4;633;01.01.2019;2019;115;114.5;17316;0.029106029;0.007218757;0.000231;0.036555787;0.030657872;0.006472538;0.000297818;0.037435655;0;0.00%;-0.00361133;-11.04%;0.00122058;20.35%;-0.00019311;-45.53%;-0.00252328;-6.46%
9; Pfaeffikon ;296; Illnau-Effretikon ;540;99;7;645;01.01.2012;2012;115;;16505;0.032717358;0.005998182;0.000424114;0.039079067;;;;;;;;;;;;;;
9; Pfaeffikon ;296; Illnau-Effretikon ;539;98;4;642;01.01.2013;2013;115;;16656;0.032360711;0.005883766;0.000240154;0.038544669;;;;;;;;;;;;;;
9; Pfaeffikon ;296; Illnau-Effretikon ;533;96;5;635;01.01.2014;2014;115;;16676;0.031962101;0.005756776;0.000299832;0.038078676;;;;;;;;;;;;;;
9; Pfaeffikon ;296; Illnau-Effretikon ;516;94;4;614;01.01.2015;2015;115;;16709;0.030881561;0.005625711;0.000239392;0.036746663;;;;;;;;;;;;;;
9; Pfaeffikon ;296; Illnau-Effretikon ;503;116;7;626;01.01.2016;2016;115;;16734;0.030058563;0.006931995;0.00041831;0.037408868;;;;;;;;;;;;;;
9; Pfaeffikon ;296; Illnau-Effretikon ;499;117;4;620;01.01.2017;2017;113;;16928;0.029477788;0.006911626;0.000236295;0.036625709;;;;;;;;;;;;;;
9; Pfaeffikon ;296; Illnau-Effretikon ;489;127;5;621;01.01.2018;2018;113;;17039;0.028698867;0.007453489;0.000293444;0.036445801;;;;;;;;;;;;;;
1; Affoltern ;6; Kappel a.A. ;36;5;1;42;01.01.2019;2019;102;110.125;1221;0.029484029;0.004095004;0.000819001;0.034398034;0.030883721;0.00373781;0.000691572;0.035328055;-10;-8.93%;-0.00413853;-12.31%;-0.00024339;-5.61%;0.000819;#DIV/0!;-0.00464752;-11.90%
1; Affoltern ;6; Kappel a.A. ;31;4;0;36;01.01.2012;2012;112;;922;0.03362256;0.004338395;0;0.039045553;;;;;;;;;;;;;;
1; Affoltern ;6; Kappel a.A. ;31;4;1;35;01.01.2013;2013;112;;955;0.032460733;0.004188482;0.00104712;0.036649215;;;;;;;;;;;;;;
1; Affoltern ;6; Kappel a.A. ;27;1;1;29;01.01.2014;2014;112;;1014;0.026627219;0.000986193;0.000986193;0.028599606;;;;;;;;;;;;;;
1; Affoltern ;6; Kappel a.A. ;33;4;0;38;01.01.2015;2015;112;;1029;0.032069971;0.003887269;0;0.036929057;;;;;;;;;;;;;;
1; Affoltern ;6; Kappel a.A. ;34;5;1;40;01.01.2016;2016;112;;1110;0.030630631;0.004504505;0.000900901;0.036036036;;;;;;;;;;;;;;
1; Affoltern ;6; Kappel a.A. ;33;5;2;39;01.01.2017;2017;112;;1124;0.029359431;0.004448399;0.001779359;0.034697509;;;;;;;;;;;;;;
1; Affoltern ;6; Kappel a.A. ;38;4;0;42;01.01.2018;2018;107;;1158;0.032815199;0.003454231;0;0.03626943;;;;;;;;;;;;;;
7; Horgen ;135; Kilchberg ;225;15;1;241;01.01.2019;2019;72;75;8925;0.025210084;0.001680672;0.000112045;0.027002801;0.030894016;0.003013951;0.000109501;0.034001992;-4;-5.26%;-0.00776989;-23.56%;-0.00224552;-57.19%;-0.00028057;-71.46%;-0.01029598;-27.60%
7; Horgen ;135; Kilchberg ;252;30;3;285;01.01.2012;2012;76;;7641;0.032979976;0.003926188;0.000392619;0.037298783;;;;;;;;;;;;;;
7; Horgen ;135; Kilchberg ;248;25;0;273;01.01.2013;2013;76;;7767;0.03192996;0.003218746;0;0.035148706;;;;;;;;;;;;;;
7; Horgen ;135; Kilchberg ;258;25;1;284;01.01.2014;2014;76;;7853;0.032853686;0.003183497;0.00012734;0.036164523;;;;;;;;;;;;;;
7; Horgen ;135; Kilchberg ;260;30;1;290;01.01.2015;2015;76;;8077;0.03219017;0.00371425;0.000123808;0.03590442;;;;;;;;;;;;;;
7; Horgen ;135; Kilchberg ;262;36;1;299;01.01.2016;2016;76;;8320;0.031490385;0.004326923;0.000120192;0.0359375;;;;;;;;;;;;;;
7; Horgen ;135; Kilchberg ;254;18;0;272;01.01.2017;2017;76;;8437;0.030105488;0.00213346;0;0.032238947;;;;;;;;;;;;;;
7; Horgen ;135; Kilchberg ;268;17;0;285;01.01.2018;2018;72;;8818;0.030392379;0.001927875;0;0.032320254;;;;;;;;;;;;;;
2; Andelfingen ;33; Kleinandelfingen ;72;3;0;75;01.01.2019;2019;110;109.375;2077;0.034665383;0.001444391;0;0.036109774;0.032043033;0.005899185;0;0.037881145;1;0.92%;0.0042869;14.11%;-0.00552772;-79.28%;0;#DIV/0!;-0.00124082;-3.32%
2; Andelfingen ;33; Kleinandelfingen ;61;14;0;75;01.01.2012;2012;109;;2008;0.030378486;0.006972112;0;0.037350598;;;;;;;;;;;;;;
2; Andelfingen ;33; Kleinandelfingen ;62;15;0;76;01.01.2013;2013;109;;2038;0.030421982;0.007360157;0;0.037291462;;;;;;;;;;;;;;
2; Andelfingen ;33; Kleinandelfingen ;64;21;0;85;01.01.2014;2014;107;;2063;0.031022782;0.01017935;0;0.041202133;;;;;;;;;;;;;;
2; Andelfingen ;33; Kleinandelfingen ;66;19;0;86;01.01.2015;2015;110;;2068;0.031914894;0.009187621;0;0.041586074;;;;;;;;;;;;;;
2; Andelfingen ;33; Kleinandelfingen ;67;13;0;80;01.01.2016;2016;110;;2063;0.032476975;0.006301503;0;0.038778478;;;;;;;;;;;;;;
2; Andelfingen ;33; Kleinandelfingen ;69;8;0;76;01.01.2017;2017;110;;2077;0.033220992;0.003851709;0;0.036591237;;;;;;;;;;;;;;
2; Andelfingen ;33; Kleinandelfingen ;68;4;0;72;01.01.2018;2018;110;;2109;0.032242769;0.001896633;0;0.034139403;;;;;;;;;;;;;;
3; Buelach ;62; Kloten ;561;148;6;715;01.01.2019;2019;103;102.5;20079;0.027939638;0.007370885;0.00029882;0.035609343;0.029088951;0.007531871;0.000229804;0.036850278;4;4.04%;-0.00128803;-4.41%;-0.00014014;-1.87%;0.00002668;9.80%;-0.00134706;-3.64%
3; Buelach ;62; Kloten ;537;138;5;679;01.01.2012;2012;99;;18373;0.029227671;0.007511022;0.000272138;0.036956403;;;;;;;;;;;;;;
3; Buelach ;62; Kloten ;588;138;2;728;01.01.2013;2013;99;;18354;0.032036613;0.007518797;0.000108968;0.039664378;;;;;;;;;;;;;;
3; Buelach ;62; Kloten ;602;145;4;751;01.01.2014;2014;99;;18329;0.032844127;0.007910961;0.000218233;0.040973321;;;;;;;;;;;;;;
3; Buelach ;62; Kloten ;491;142;4;637;01.01.2015;2015;105;;18412;0.026667391;0.007712362;0.00021725;0.034597002;;;;;;;;;;;;;;
3; Buelach ;62; Kloten ;517;140;4;661;01.01.2016;2016;105;;19021;0.027180485;0.007360286;0.000210294;0.034751065;;;;;;;;;;;;;;
3; Buelach ;62; Kloten ;561;147;5;714;01.01.2017;2017;105;;19362;0.02897428;0.007592191;0.000258238;0.036876356;;;;;;;;;;;;;;
3; Buelach ;62; Kloten ;547;143;5;695;01.01.2018;2018;105;;19647;0.027841401;0.007278465;0.000254492;0.035374357;;;;;;;;;;;;;;
1; Affoltern ;7; Knonau ;60;22;1;83;01.01.2019;2019;110;112.125;2373;0.02528445;0.009270965;0.000421408;0.034976823;0.025007362;0.006732912;0.000404824;0.032204792;-5;-4.35%;-0.00048614;-1.89%;0.00219669;31.05%;-0.0000839;-16.60%;0.00162665;4.88%
1; Affoltern ;7; Knonau ;51;14;1;66;01.01.2012;2012;115;;1979;0.025770591;0.00707428;0.000505306;0.033350177;;;;;;;;;;;;;;
1; Affoltern ;7; Knonau ;51;9;1;61;01.01.2013;2013;115;;1999;0.025512756;0.004502251;0.00050025;0.030515258;;;;;;;;;;;;;;
1; Affoltern ;7; Knonau ;56;8;1;65;01.01.2014;2014;112;;2033;0.027545499;0.003935071;0.000491884;0.031972455;;;;;;;;;;;;;;
1; Affoltern ;7; Knonau ;52;17;0;70;01.01.2015;2015;112;;2094;0.024832856;0.008118434;0;0.033428844;;;;;;;;;;;;;;
1; Affoltern ;7; Knonau ;50;12;1;63;01.01.2016;2016;112;;2158;0.023169601;0.005560704;0.000463392;0.029193698;;;;;;;;;;;;;;
1; Affoltern ;7; Knonau ;55;17;1;73;01.01.2017;2017;111;;2301;0.023902651;0.007388092;0.000434594;0.031725337;;;;;;;;;;;;;;
1; Affoltern ;7; Knonau ;57;19;1;77;01.01.2018;2018;110;;2371;0.024040489;0.008013496;0.000421763;0.032475749;;;;;;;;;;;;;;
8; Meilen ;154; Kuesnacht ;461;74;1;536;01.01.2019;2019;77;76.25;14537;0.031712183;0.005090459;6.88E-05;0.036871432;0.034102503;0.0060824;0.00012482;0.040309723;0;0.00%;-0.00603346;-15.98%;-0.00143531;-21.99%;-0.00007951;-53.61%;-0.00754829;-16.99%
8; Meilen ;154; Kuesnacht ;509;88;2;599;01.01.2012;2012;77;;13485;0.037745643;0.006525769;0.000148313;0.044419726;;;;;;;;;;;;;;
8; Meilen ;154; Kuesnacht ;459;87;1;547;01.01.2013;2013;75;;13623;0.033693019;0.006386259;7.34E-05;0.040152683;;;;;;;;;;;;;;
8; Meilen ;154; Kuesnacht ;471;80;2;553;01.01.2014;2014;75;;13820;0.034081042;0.005788712;0.000144718;0.040014472;;;;;;;;;;;;;;
8; Meilen ;154; Kuesnacht ;476;97;1;574;01.01.2015;2015;75;;13796;0.034502754;0.007031023;7.25E-05;0.041606263;;;;;;;;;;;;;;
8; Meilen ;154; Kuesnacht ;486;92;2;580;01.01.2016;2016;77;;14143;0.034363289;0.006504985;0.000141413;0.041009687;;;;;;;;;;;;;;
8; Meilen ;154; Kuesnacht ;484;86;2;572;01.01.2017;2017;77;;14250;0.033964912;0.006035088;0.000140351;0.040140351;;;;;;;;;;;;;;
8; Meilen ;154; Kuesnacht ;470;76;3;549;01.01.2018;2018;77;;14348;0.032757179;0.005296905;0.000209088;0.038263173;;;;;;;;;;;;;;
7; Horgen ;136; Langnau a.A. ;227;34;4;265;01.01.2019;2019;106;98.5;7727;0.029377507;0.004400155;0.000517665;0.034295328;0.03284081;0.006239511;0.000466125;0.039563693;12;12.77%;-0.0050957;-14.78%;-0.00127616;-22.48%;0.00051767;#DIV/0!;-0.00585419;-14.58%
7; Horgen ;136; Langnau a.A. ;249;41;0;290;01.01.2012;2012;94;;7223;0.034473211;0.005676312;0;0.040149522;;;;;;;;;;;;;;
7; Horgen ;136; Langnau a.A. ;252;35;0;288;01.01.2013;2013;94;;7308;0.034482759;0.004789272;0;0.039408867;;;;;;;;;;;;;;
7; Horgen ;136; Langnau a.A. ;251;44;1;297;01.01.2014;2014;94;;7413;0.033859436;0.005935519;0.000134898;0.040064751;;;;;;;;;;;;;;
7; Horgen ;136; Langnau a.A. ;272;50;11;333;01.01.2015;2015;97;;7449;0.036514968;0.00671231;0.001476708;0.044703987;;;;;;;;;;;;;;
7; Horgen ;136; Langnau a.A. ;253;56;3;311;01.01.2016;2016;99;;7476;0.033841627;0.007490637;0.000401284;0.041599786;;;;;;;;;;;;;;
7; Horgen ;136; Langnau a.A. ;222;57;5;284;01.01.2017;2017;102;;7500;0.0296;0.0076;0.000666667;0.037866667;;;;;;;;;;;;;;
7; Horgen ;136; Langnau a.A. ;230;55;4;289;01.01.2018;2018;102;;7522;0.030576974;0.007311885;0.000531773;0.038420633;;;;;;;;;;;;;;
2; Andelfingen ;34; Laufen-Uhwiesen ;61;24;0;85;01.01.2019;2019;106;112.375;1759;0.034678795;0.013644116;0;0.048322911;0.033326442;0.011903664;7.60E-05;0.045387299;-9;-7.83%;-0.00057762;-1.64%;0.00274668;25.20%;0;#DIV/0!;0.00152804;3.27%
2; Andelfingen ;34; Laufen-Uhwiesen ;55;17;0;73;01.01.2012;2012;115;;1560;0.03525641;0.010897436;0;0.046794872;;;;;;;;;;;;;;
2; Andelfingen ;34; Laufen-Uhwiesen ;56;17;0;74;01.01.2013;2013;115;;1622;0.034525277;0.010480888;0;0.045622688;;;;;;;;;;;;;;
2; Andelfingen ;34; Laufen-Uhwiesen ;54;17;0;71;01.01.2014;2014;117;;1635;0.033027523;0.010397554;0;0.043425076;;;;;;;;;;;;;;
2; Andelfingen ;34; Laufen-Uhwiesen ;53;19;0;72;01.01.2015;2015;117;;1639;0.032336791;0.011592434;0;0.043929225;;;;;;;;;;;;;;
2; Andelfingen ;34; Laufen-Uhwiesen ;53;18;1;71;01.01.2016;2016;112;;1644;0.032238443;0.010948905;0.000608273;0.043187348;;;;;;;;;;;;;;
2; Andelfingen ;34; Laufen-Uhwiesen ;52;24;0;76;01.01.2017;2017;109;;1669;0.031156381;0.014379868;0;0.045536249;;;;;;;;;;;;;;
2; Andelfingen ;34; Laufen-Uhwiesen ;57;22;0;79;01.01.2018;2018;108;;1707;0.033391916;0.012888108;0;0.046280023;;;;;;;;;;;;;;
9; Pfaeffikon ;176; Lindau ;127;40;4;171;01.01.2019;2019;110;114.375;5589;0.022723206;0.007156915;0.000715692;0.030595813;0.02313174;0.005733401;0.000346022;0.029187605;-5;-4.35%;-0.00377958;-14.26%;0.00158749;28.50%;-0.00024455;-25.47%;-0.00243664;-7.38%
9; Pfaeffikon ;176; Lindau ;138;29;5;172;01.01.2012;2012;115;;5207;0.026502785;0.005569426;0.000960246;0.033032456;;;;;;;;;;;;;;
9; Pfaeffikon ;176; Lindau ;124;29;2;154;01.01.2013;2013;115;;5306;0.02336977;0.005465511;0.000376932;0.029023747;;;;;;;;;;;;;;
9; Pfaeffikon ;176; Lindau ;126;27;0;153;01.01.2014;2014;115;;5386;0.023393984;0.005012997;0;0.028406981;;;;;;;;;;;;;;
9; Pfaeffikon ;176; Lindau ;127;29;0;156;01.01.2015;2015;115;;5379;0.023610336;0.005391337;0;0.029001673;;;;;;;;;;;;;;
9; Pfaeffikon ;176; Lindau ;118;32;0;150;01.01.2016;2016;115;;5470;0.021572212;0.005850091;0;0.027422303;;;;;;;;;;;;;;
9; Pfaeffikon ;176; Lindau ;119;26;0;145;01.01.2017;2017;115;;5621;0.02117061;0.004625511;0;0.025796122;;;;;;;;;;;;;;
9; Pfaeffikon ;176; Lindau ;127;38;4;169;01.01.2018;2018;115;;5592;0.022711016;0.006795422;0.000715308;0.030221745;;;;;;;;;;;;;;
3; Buelach ;63; Lufingen ;56;5;1;62;01.01.2019;2019;89;89;2414;0.023198012;0.002071251;0.00041425;0.025683513;0.023824218;0.002720019;0.000606122;0.027267629;0;0.00%;-0.00185645;-7.41%;-0.00119672;-36.62%;-0.00013041;-23.94%;-0.00318359;-11.03%
3; Buelach ;63; Lufingen ;46;6;1;53;01.01.2012;2012;89;;1836;0.025054466;0.003267974;0.000544662;0.028867102;;;;;;;;;;;;;;
3; Buelach ;63; Lufingen ;49;6;2;57;01.01.2013;2013;89;;1872;0.026175214;0.003205128;0.001068376;0.030448718;;;;;;;;;;;;;;
3; Buelach ;63; Lufingen ;45;4;2;51;01.01.2014;2014;89;;1914;0.023510972;0.002089864;0.001044932;0.026645768;;;;;;;;;;;;;;
3; Buelach ;63; Lufingen ;41;5;1;48;01.01.2015;2015;89;;2066;0.019845111;0.002420136;0.000484027;0.023233301;;;;;;;;;;;;;;
3; Buelach ;63; Lufingen ;56;9;1;67;01.01.2016;2016;89;;2202;0.025431426;0.004087193;0.000454133;0.030426885;;;;;;;;;;;;;;
3; Buelach ;63; Lufingen ;56;7;1;64;01.01.2017;2017;89;;2373;0.02359882;0.002949853;0.000421408;0.02697008;;;;;;;;;;;;;;
3; Buelach ;63; Lufingen ;57;4;1;62;01.01.2018;2018;89;;2397;0.023779725;0.001668753;0.000417188;0.025865665;;;;;;;;;;;;;;
8; Meilen ;155; Maennedorf ;392;40;1;433;01.01.2019;2019;95;94.375;11317;0.034638155;0.003534506;8.84E-05;0.038261023;0.035943978;0.003062327;0.000104733;0.039111038;5;5.56%;-0.00244844;-6.60%;0.00095374;36.96%;-0.0000072;-7.53%;-0.00150193;-3.78%
8; Meilen ;155; Maennedorf ;388;27;1;416;01.01.2012;2012;90;;10462;0.037086599;0.002580768;9.56E-05;0.039762952;;;;;;;;;;;;;;
8; Meilen ;155; Maennedorf ;401;28;2;431;01.01.2013;2013;95;;10473;0.038288933;0.002673541;0.000190967;0.041153442;;;;;;;;;;;;;;
8; Meilen ;155; Maennedorf ;379;33;1;413;01.01.2014;2014;95;;10522;0.036019768;0.003136286;9.50E-05;0.039251093;;;;;;;;;;;;;;
8; Meilen ;155; Maennedorf ;393;30;1;424;01.01.2015;2015;95;;10588;0.037117491;0.002833396;9.44E-05;0.040045334;;;;;;;;;;;;;;
