Bezirks-Nr.;Bezirkbezeichnung;BFS;Gemeinde;Glas;Metalle;Altoel;Total_Glas_Metalle_Altoel;Jahr_Datum;Jahr;Gesamtsteuerfuss_ohne_Kirchen;Durchschnitt_Steuerfuss_ueber_alle_Jahre;ANZAHL_PERSONEN_TOTAL;Glas_pro_Kopf;Metalle_pro_Kopf;Altoel_pro_Kopf;Total_Glas_Metalle_altoel_pro_kopf;Glas_pro_Kopf_durchschnitt;Metalle_pro_Kopf_durchschnitt;altoel_pro_Kopf_durchschnitt;total_pro_kopf_durchschnitt;Steuerfuss_aenderung;Steuerfuss_aenderung_prozentual;Glas_pro_Kopf_aenderung;Glas_pro_Kopf_aenderung_prozent;Metalle_pro_Kopf_aenderung;Metalle_pro_Kopf_aenderung_prozent;Altoel_pro_Kopf_aenderung;Altoel_pro_Kopf_aenderung_prozent;Total_Glas_Metalle_altoel_pro_kopf_aenderung;Total_Glas_Metalle_altoel_pro_kopf_aenderung_prozent
3; Buelach ;66; Opfikon ;376;149;5;530;01.01.2012;2012;99;;16045;0.023434092;0.009286382;0.000311624;0.033032097;;;;;;;;;;;;;;
3; Buelach ;66; Opfikon ;355;139;6;500;01.01.2013;2013;99;;16338;0.021728486;0.008507773;0.000367242;0.030603501;;;;;;;;;;;;;;
3; Buelach ;66; Opfikon ;363;140;4;507;01.01.2014;2014;99;;17085;0.021246708;0.008194323;0.000234124;0.029675154;;;;;;;;;;;;;;
3; Buelach ;66; Opfikon ;347;137;3;487;01.01.2015;2015;102;;18482;0.018775024;0.007412618;0.00016232;0.026349962;;;;;;;;;;;;;;
3; Buelach ;66; Opfikon ;382;143;3;528;01.01.2016;2016;102;;19461;0.019629002;0.007348029;0.000154154;0.027131185;;;;;;;;;;;;;;
3; Buelach ;66; Opfikon ;413;124;1;538;01.01.2017;2017;99;;19864;0.020791381;0.006242449;5.03E-05;0.027084172;;;;;;;;;;;;;;
3; Buelach ;66; Opfikon ;396;116;4;516;01.01.2018;2018;99;;20252;0.019553624;0.005727829;0.000197511;0.025478965;;;;;;;;;;;;;;
2; Andelfingen ;37; Ossingen ;32;4;1;37;01.01.2019;2019;104;119.25;1665;0.019219219;0.002402402;0.000600601;0.022222222;0.025823899;0.011287837;0.000934708;0.037861667;-18;-14.75%;-0.01119621;-36.81%;-0.00427416;-64.02%;-0.00014124;-19.04%;-0.01486977;-40.09%
2; Andelfingen ;37; Ossingen ;41;9;1;50;01.01.2012;2012;122;;1348;0.03041543;0.006676558;0.00074184;0.037091988;;;;;;;;;;;;;;
2; Andelfingen ;37; Ossingen ;39;9;1;48;01.01.2013;2013;122;;1358;0.028718704;0.006627393;0.000736377;0.035346097;;;;;;;;;;;;;;
2; Andelfingen ;37; Ossingen ;39;15;2;56;01.01.2014;2014;124;;1389;0.028077754;0.010799136;0.001439885;0.040316775;;;;;;;;;;;;;;
2; Andelfingen ;37; Ossingen ;41;21;2;64;01.01.2015;2015;124;;1422;0.02883263;0.014767932;0.00140647;0.045007032;;;;;;;;;;;;;;
2; Andelfingen ;37; Ossingen ;38;20;1;59;01.01.2016;2016;129;;1451;0.026188835;0.013783598;0.00068918;0.040661613;;;;;;;;;;;;;;
2; Andelfingen ;37; Ossingen ;40;13;1;54;01.01.2017;2017;118;;1566;0.025542784;0.008301405;0.00063857;0.034482759;;;;;;;;;;;;;;
2; Andelfingen ;37; Ossingen ;32;44;2;78;01.01.2018;2018;111;;1633;0.019595836;0.026944274;0.00122474;0.04776485;;;;;;;;;;;;;;
4; Dielsdorf ;94; Otelfingen ;81;2;0;83;01.01.2019;2019;107;101.875;2980;0.027181208;0.000671141;0;0.027852349;0.025950001;0.001655404;0.00013611;0.027740578;4;3.88%;0.0086425;46.62%;-0.00078288;-53.84%;-0.0003635;-100.00%;0.00749612;36.82%
4; Dielsdorf ;94; Otelfingen ;51;4;1;56;01.01.2012;2012;103;;2751;0.018538713;0.001454017;0.000363504;0.020356234;;;;;;;;;;;;;;
4; Dielsdorf ;94; Otelfingen ;50;6;1;56;01.01.2013;2013;99;;2729;0.01832173;0.002198608;0.000366435;0.020520337;;;;;;;;;;;;;;
4; Dielsdorf ;94; Otelfingen ;77;7;1;86;01.01.2014;2014;99;;2786;0.027638191;0.002512563;0.000358938;0.030868629;;;;;;;;;;;;;;
4; Dielsdorf ;94; Otelfingen ;80;6;0;86;01.01.2015;2015;99;;2777;0.028808066;0.002160605;0;0.030968671;;;;;;;;;;;;;;
4; Dielsdorf ;94; Otelfingen ;84;6;0;90;01.01.2016;2016;99;;2821;0.029776675;0.002126905;0;0.03190358;;;;;;;;;;;;;;
4; Dielsdorf ;94; Otelfingen ;84;6;0;90;01.01.2017;2017;102;;2831;0.029671494;0.002119392;0;0.031790887;;;;;;;;;;;;;;
4; Dielsdorf ;94; Otelfingen ;81;;0;81;01.01.2018;2018;107;;2928;0.027663934;0;0;0.027663934;;;;;;;;;;;;;;
1; Affoltern ;11; Ottenbach ;55;5;1;61;01.01.2019;2019;117;112.25;2593;0.021210953;0.001928268;0.000385654;0.023524875;0.026293622;0.009569755;0.000442551;0.036354414;10;9.35%;-0.00944657;-30.81%;-0.01138355;-85.51%;-0.00001773;-4.40%;-0.02084786;-46.98%
1; Affoltern ;11; Ottenbach ;76;33;1;110;01.01.2012;2012;107;;2479;0.030657523;0.013311819;0.000403388;0.044372731;;;;;;;;;;;;;;
1; Affoltern ;11; Ottenbach ;74;28;1;103;01.01.2013;2013;105;;2475;0.02989899;0.011313131;0.00040404;0.041616162;;;;;;;;;;;;;;
1; Affoltern ;11; Ottenbach ;72;24;2;98;01.01.2014;2014;108;;2542;0.028324154;0.009441385;0.000786782;0.038552321;;;;;;;;;;;;;;
1; Affoltern ;11; Ottenbach ;69;28;1;98;01.01.2015;2015;112;;2566;0.026890101;0.010911925;0.000389712;0.038191738;;;;;;;;;;;;;;
1; Affoltern ;11; Ottenbach ;64;28;1;94;01.01.2016;2016;115;;2578;0.024825446;0.010861133;0.000387898;0.036462374;;;;;;;;;;;;;;
1; Affoltern ;11; Ottenbach ;62;24;1;87;01.01.2017;2017;117;;2556;0.024256651;0.009389671;0.000391236;0.034037559;;;;;;;;;;;;;;
1; Affoltern ;11; Ottenbach ;62;24;1;87;01.01.2018;2018;117;;2553;0.024285155;0.009400705;0.000391696;0.034077556;;;;;;;;;;;;;;
9; Pfaeffikon ;177; Pfaeffikon ;388;147;1;536;01.01.2019;2019;110;105.25;12135;0.03197363;0.012113721;8.24E-05;0.044169757;0.031689122;0.009281408;0.000185098;0.041155124;4;3.77%;0.0009166;2.95%;0.00657431;118.68%;-0.00019003;-69.75%;0.0073917;20.10%
9; Pfaeffikon ;177; Pfaeffikon ;342;61;3;405;01.01.2012;2012;106;;11012;0.031057029;0.005539412;0.00027243;0.03677806;;;;;;;;;;;;;;
9; Pfaeffikon ;177; Pfaeffikon ;393;79;2;474;01.01.2013;2013;102;;11089;0.035440527;0.007124177;0.000180359;0.042745063;;;;;;;;;;;;;;
9; Pfaeffikon ;177; Pfaeffikon ;366;99;2;467;01.01.2014;2014;102;;11260;0.03250444;0.008792185;0.00017762;0.041474245;;;;;;;;;;;;;;
9; Pfaeffikon ;177; Pfaeffikon ;323;112;2;438;01.01.2015;2015;102;;11439;0.028236734;0.009791066;0.00017484;0.03829006;;;;;;;;;;;;;;
9; Pfaeffikon ;177; Pfaeffikon ;374;120;3;496;01.01.2016;2016;105;;11728;0.031889495;0.010231924;0.000255798;0.042291951;;;;;;;;;;;;;;
9; Pfaeffikon ;177; Pfaeffikon ;379;118;2;500;01.01.2017;2017;105;;11817;0.032072438;0.009985614;0.000169248;0.042311924;;;;;;;;;;;;;;
9; Pfaeffikon ;177; Pfaeffikon ;361;127;2;490;01.01.2018;2018;110;;11899;0.030338684;0.010673166;0.000168081;0.041179931;;;;;;;;;;;;;;
11; Winterthur ;224; Pfungen ;152;31;1;184;01.01.2019;2019;117;109.5;3895;0.03902439;0.007958922;0.000256739;0.047240051;0.035431869;0.007291736;0.000271659;0.042958303;10;9.35%;0.00472516;13.78%;0.00086253;12.15%;-0.00003894;-13.17%;0.00584443;14.12%
11; Winterthur ;224; Pfungen ;116;24;1;140;01.01.2012;2012;107;;3382;0.034299231;0.007096393;0.000295683;0.041395624;;;;;;;;;;;;;;
11; Winterthur ;224; Pfungen ;117;28;2;147;01.01.2013;2013;107;;3531;0.033135089;0.007929765;0.000566412;0.041631266;;;;;;;;;;;;;;
11; Winterthur ;224; Pfungen ;126;26;0;152;01.01.2014;2014;107;;3655;0.034473324;0.007113543;0;0.041586867;;;;;;;;;;;;;;
11; Winterthur ;224; Pfungen ;115;27;1;143;01.01.2015;2015;107;;3750;0.030666667;0.0072;0.000266667;0.038133333;;;;;;;;;;;;;;
11; Winterthur ;224; Pfungen ;141;30;1;172;01.01.2016;2016;107;;3750;0.0376;0.008;0.000266667;0.045866667;;;;;;;;;;;;;;
11; Winterthur ;224; Pfungen ;141;33;1;175;01.01.2017;2017;112;;3831;0.036805012;0.008613939;0.000261028;0.045679979;;;;;;;;;;;;;;
11; Winterthur ;224; Pfungen ;144;17;1;162;01.01.2018;2018;112;;3845;0.037451235;0.004421326;0.000260078;0.04213264;;;;;;;;;;;;;;
3; Buelach ;67; Rafz ;113;43;3;159;01.01.2019;2019;113;113;4650;0.024301075;0.009247312;0.000645161;0.034193548;0.024313499;0.009217466;0.000111245;0.03361161;0;0.00%;-0.00311631;-11.37%;-0.00029981;-3.14%;0.00040036;163.55%;-0.00277096;-7.50%
3; Buelach ;67; Rafz ;112;39;1;151;01.01.2012;2012;113;;4085;0.027417381;0.009547124;0.000244798;0.036964504;;;;;;;;;;;;;;
3; Buelach ;67; Rafz ;106;41;0;147;01.01.2013;2013;113;;4162;0.025468525;0.009851033;0;0.035319558;;;;;;;;;;;;;;
3; Buelach ;67; Rafz ;102;43;0;145;01.01.2014;2014;113;;4235;0.024085006;0.010153483;0;0.034238489;;;;;;;;;;;;;;
3; Buelach ;67; Rafz ;96;38;0;134;01.01.2015;2015;113;;4341;0.02211472;0.008753743;0;0.030868463;;;;;;;;;;;;;;
3; Buelach ;67; Rafz ;107;41;0;148;01.01.2016;2016;113;;4389;0.02437913;0.009341536;0;0.033720665;;;;;;;;;;;;;;
3; Buelach ;67; Rafz ;106;40;0;146;01.01.2017;2017;113;;4462;0.023756163;0.00896459;0;0.032720753;;;;;;;;;;;;;;
3; Buelach ;67; Rafz ;105;36;0;141;01.01.2018;2018;113;;4568;0.022985989;0.007880911;0;0.0308669;;;;;;;;;;;;;;
4; Dielsdorf ;95; Regensberg ;22;5;1;28;01.01.2019;2019;108;105.5;465;0.047311828;0.010752688;0.002150538;0.060215054;0.037481825;0.008620035;0.000268817;0.046626155;9;9.09%;0.01465877;44.89%;-0.00149221;-12.19%;0.00215054;#DIV/0!;0.0153171;34.12%
4; Dielsdorf ;95; Regensberg ;16;6;0;22;01.01.2012;2012;99;;490;0.032653061;0.012244898;0;0.044897959;;;;;;;;;;;;;;
4; Dielsdorf ;95; Regensberg ;15;4;0;20;01.01.2013;2013;99;;485;0.030927835;0.008247423;0;0.041237113;;;;;;;;;;;;;;
4; Dielsdorf ;95; Regensberg ;16;4;0;20;01.01.2014;2014;104;;489;0.032719836;0.008179959;0;0.040899796;;;;;;;;;;;;;;
4; Dielsdorf ;95; Regensberg ;17;3;0;20;01.01.2015;2015;104;;465;0.03655914;0.006451613;0;0.043010753;;;;;;;;;;;;;;
4; Dielsdorf ;95; Regensberg ;17;3;0;19;01.01.2016;2016;109;;469;0.036247335;0.006396588;0;0.040511727;;;;;;;;;;;;;;
4; Dielsdorf ;95; Regensberg ;20;4;0;25;01.01.2017;2017;109;;473;0.042283298;0.00845666;0;0.052854123;;;;;;;;;;;;;;
4; Dielsdorf ;95; Regensberg ;20;4;0;24;01.01.2018;2018;112;;486;0.041152263;0.008230453;0;0.049382716;;;;;;;;;;;;;;
4; Dielsdorf ;96; Regensdorf ;295;25;0;320;01.01.2019;2019;118;115.25;18494;0.015951119;0.00135179;0;0.017302909;0.023095954;0.002687184;0;0.025775842;6;5.36%;-0.01448956;-47.60%;-0.00348568;-72.06%;0;#DIV/0!;-0.01797525;-50.95%
4; Dielsdorf ;96; Regensdorf ;516;82;0;598;01.01.2012;2012;112;;16951;0.030440682;0.004837473;0;0.035278155;;;;;;;;;;;;;;
4; Dielsdorf ;96; Regensdorf ;494;68;0;561;01.01.2013;2013;112;;17132;0.028834929;0.00396918;0;0.032745739;;;;;;;;;;;;;;
4; Dielsdorf ;96; Regensdorf ;422;47;0;469;01.01.2014;2014;112;;17443;0.024193086;0.002694491;0;0.026887577;;;;;;;;;;;;;;
4; Dielsdorf ;96; Regensdorf ;421;51;0;472;01.01.2015;2015;114;;18010;0.023375902;0.00283176;0;0.026207662;;;;;;;;;;;;;;
4; Dielsdorf ;96; Regensdorf ;407;46;0;453;01.01.2016;2016;118;;18112;0.02247129;0.002539753;0;0.025011042;;;;;;;;;;;;;;
4; Dielsdorf ;96; Regensdorf ;375;30;0;405;01.01.2017;2017;118;;18253;0.020544568;0.001643565;0;0.022188133;;;;;;;;;;;;;;
4; Dielsdorf ;96; Regensdorf ;349;30;0;379;01.01.2018;2018;118;;18411;0.018956059;0.001629461;0;0.02058552;;;;;;;;;;;;;;
2; Andelfingen ;38; Rheinau ;46;15;0;61;01.01.2019;2019;126;126;1315;0.034980989;0.011406844;0;0.046387833;0.031822603;0.014734931;0;0.046557533;4;3.28%;0.00600625;20.73%;-0.00196611;-14.70%;0;#DIV/0!;0.00404014;9.54%
2; Andelfingen ;38; Rheinau ;39;18;0;57;01.01.2012;2012;122;;1346;0.02897474;0.013372957;0;0.042347697;;;;;;;;;;;;;;
2; Andelfingen ;38; Rheinau ;39;16;0;55;01.01.2013;2013;122;;1321;0.029523089;0.012112036;0;0.041635125;;;;;;;;;;;;;;
2; Andelfingen ;38; Rheinau ;44;26;0;70;01.01.2014;2014;124;;1312;0.033536585;0.019817073;0;0.053353659;;;;;;;;;;;;;;
2; Andelfingen ;38; Rheinau ;37;15;0;52;01.01.2015;2015;124;;1316;0.028115502;0.011398176;0;0.039513678;;;;;;;;;;;;;;
2; Andelfingen ;38; Rheinau ;44;24;0;68;01.01.2016;2016;129;;1301;0.033820138;0.018447348;0;0.052267487;;;;;;;;;;;;;;
2; Andelfingen ;38; Rheinau ;43;23;0;66;01.01.2017;2017;130;;1298;0.033127889;0.017719569;0;0.050847458;;;;;;;;;;;;;;
2; Andelfingen ;38; Rheinau ;43;18;0;61;01.01.2018;2018;131;;1323;0.03250189;0.013605442;0;0.046107332;;;;;;;;;;;;;;
7; Horgen ;138; Richterswil ;447;28;2;477;01.01.2019;2019;101;104.625;13598;0.032872481;0.002059126;0.00014708;0.035078688;0.032213572;0.003094634;5.64E-05;0.035364559;-3;-2.88%;-0.00010997;-0.33%;-0.00222937;-51.98%;0.00006908;88.56%;-0.00227024;-6.08%
7; Horgen ;138; Richterswil ;423;55;1;479;01.01.2012;2012;104;;12825;0.032982456;0.004288499;7.80E-05;0.037348928;;;;;;;;;;;;;;
7; Horgen ;138; Richterswil ;416;43;1;460;01.01.2013;2013;104;;12999;0.032002462;0.003307947;7.69E-05;0.035387337;;;;;;;;;;;;;;
7; Horgen ;138; Richterswil ;431;44;0;475;01.01.2014;2014;104;;13008;0.033133456;0.003382534;0;0.03651599;;;;;;;;;;;;;;
7; Horgen ;138; Richterswil ;430;46;0;476;01.01.2015;2015;104;;13177;0.032632617;0.003490931;0;0.036123549;;;;;;;;;;;;;;
7; Horgen ;138; Richterswil ;427;56;0;483;01.01.2016;2016;108;;13304;0.03209561;0.00420926;0;0.036304871;;;;;;;;;;;;;;
7; Horgen ;138; Richterswil ;405;27;1;433;01.01.2017;2017;108;;13407;0.0302081;0.002013873;7.46E-05;0.032296561;;;;;;;;;;;;;;
7; Horgen ;138; Richterswil ;428;27;1;456;01.01.2018;2018;104;;13467;0.031781392;0.002004901;7.43E-05;0.033860548;;;;;;;;;;;;;;
11; Winterthur ;225; Rickenbach ;62;4;0;66;01.01.2019;2019;106;104.625;2743;0.022602989;0.001458257;0;0.024061247;0.025004812;0.00166943;0;0.026625695;-1;-0.93%;-0.00289721;-11.36%;-0.00011099;-7.07%;0;#DIV/0!;-0.00261588;-9.81%
11; Winterthur ;225; Rickenbach ;65;4;0;68;01.01.2012;2012;107;;2549;0.025500196;0.001569243;0;0.026677128;;;;;;;;;;;;;;
11; Winterthur ;225; Rickenbach ;66;4;0;70;01.01.2013;2013;102;;2515;0.026242545;0.001590457;0;0.027833002;;;;;;;;;;;;;;
11; Winterthur ;225; Rickenbach ;71;5;0;76;01.01.2014;2014;102;;2554;0.02779953;0.001957713;0;0.029757244;;;;;;;;;;;;;;
11; Winterthur ;225; Rickenbach ;68;5;0;73;01.01.2015;2015;104;;2591;0.026244693;0.001929757;0;0.02817445;;;;;;;;;;;;;;
11; Winterthur ;225; Rickenbach ;61;5;0;65;01.01.2016;2016;104;;2683;0.022735744;0.001863586;0;0.024226612;;;;;;;;;;;;;;
11; Winterthur ;225; Rickenbach ;67;4;0;72;01.01.2017;2017;106;;2655;0.025235405;0.001506591;0;0.027118644;;;;;;;;;;;;;;
11; Winterthur ;225; Rickenbach ;64;4;0;68;01.01.2018;2018;106;;2703;0.023677395;0.001479837;0;0.025157233;;;;;;;;;;;;;;
1; Affoltern ;12; Rifferswil ;49;8;1;58;01.01.2019;2019;128;120.75;1129;0.04340124;0.007085917;0.00088574;0.051372896;0.035695809;0.006439591;0.001217873;0.043342199;21;19.63%;0.00787355;22.16%;-0.00127354;-15.23%;-0.00120412;-57.62%;0.00539589;11.74%
1; Affoltern ;12; Rifferswil ;34;8;2;44;01.01.2012;2012;107;;957;0.035527691;0.008359457;0.002089864;0.045977011;;;;;;;;;;;;;;
1; Affoltern ;12; Rifferswil ;37;7;2;46;01.01.2013;2013;107;;959;0.038581856;0.00729927;0.002085506;0.047966632;;;;;;;;;;;;;;
1; Affoltern ;12; Rifferswil ;33;14;1;47;01.01.2014;2014;112;;999;0.033033033;0.014014014;0.001001001;0.047047047;;;;;;;;;;;;;;
1; Affoltern ;12; Rifferswil ;32;5;1;38;01.01.2015;2015;112;;1056;0.03030303;0.004734848;0.00094697;0.035984848;;;;;;;;;;;;;;
1; Affoltern ;12; Rifferswil ;37;4;1;42;01.01.2016;2016;134;;1075;0.034418605;0.00372093;0.000930233;0.039069767;;;;;;;;;;;;;;
1; Affoltern ;12; Rifferswil ;37;3;1;42;01.01.2017;2017;135;;1096;0.033759124;0.002737226;0.000912409;0.038321168;;;;;;;;;;;;;;
1; Affoltern ;12; Rifferswil ;41;4;1;46;01.01.2018;2018;131;;1122;0.036541889;0.003565062;0.000891266;0.040998217;;;;;;;;;;;;;;
3; Buelach ;68; Rorbas ;43;24;0;67;01.01.2019;2019;103;103.75;2883;0.014915019;0.008324662;0;0.023239681;0.016183251;0.008305076;0.000186545;0.024579345;-1;-0.96%;0.00252988;20.43%;0.00392994;89.42%;-0.00039952;-100.00%;0.00645982;38.50%
3; Buelach ;68; Rorbas ;31;11;1;42;01.01.2012;2012;104;;2503;0.012385138;0.004394726;0.000399521;0.016779864;;;;;;;;;;;;;;
3; Buelach ;68; Rorbas ;39;18;0;57;01.01.2013;2013;104;;2583;0.015098722;0.006968641;0;0.022067364;;;;;;;;;;;;;;
3; Buelach ;68; Rorbas ;45;30;1;76;01.01.2014;2014;104;;2701;0.016660496;0.011106997;0.000370233;0.028137727;;;;;;;;;;;;;;
3; Buelach ;68; Rorbas ;51;16;1;67;01.01.2015;2015;104;;2742;0.018599562;0.005835157;0.000364697;0.024434719;;;;;;;;;;;;;;
3; Buelach ;68; Rorbas ;50;30;1;81;01.01.2016;2016;104;;2794;0.01789549;0.010737294;0.00035791;0.028990694;;;;;;;;;;;;;;
3; Buelach ;68; Rorbas ;51;30;0;81;01.01.2017;2017;104;;2837;0.017976736;0.010574551;0;0.028551287;;;;;;;;;;;;;;
3; Buelach ;68; Rorbas ;45;24;0;69;01.01.2018;2018;103;;2824;0.015934844;0.008498584;0;0.024433428;;;;;;;;;;;;;;
4; Dielsdorf ;97; Ruemlang ;203;55;1;259;01.01.2019;2019;107;107;8229;0.024668854;0.00668368;0.000121521;0.031474055;0.027019422;0.006447542;0.000163266;0.033597718;0;0.00%;-0.00530545;-17.70%;-0.00016759;-2.45%;-0.00016395;-57.43%;-0.00563699;-15.19%
4; Dielsdorf ;97; Ruemlang ;210;48;2;260;01.01.2012;2012;107;;7006;0.029974308;0.00685127;0.00028547;0.037111048;;;;;;;;;;;;;;
4; Dielsdorf ;97; Ruemlang ;203;53;1;256;01.01.2013;2013;107;;7217;0.028128031;0.007343772;0.000138562;0.035471803;;;;;;;;;;;;;;
4; Dielsdorf ;97; Ruemlang ;201;45;1;248;01.01.2014;2014;107;;7541;0.02665429;0.005967378;0.000132608;0.032886885;;;;;;;;;;;;;;
4; Dielsdorf ;97; Ruemlang ;208;44;1;252;01.01.2015;2015;107;;7752;0.026831785;0.005675955;0.000128999;0.03250774;;;;;;;;;;;;;;
4; Dielsdorf ;97; Ruemlang ;213;47;2;261;01.01.2016;2016;107;;7991;0.026654987;0.005881617;0.000250282;0.032661744;;;;;;;;;;;;;;
4; Dielsdorf ;97; Ruemlang ;221;52;1;274;01.01.2017;2017;107;;7929;0.027872367;0.006558204;0.000126119;0.034556691;;;;;;;;;;;;;;
4; Dielsdorf ;97; Ruemlang ;207;54;1;262;01.01.2018;2018;107;;8159;0.025370756;0.006618458;0.000122564;0.032111778;;;;;;;;;;;;;;
7; Horgen ;139; Rueschlikon ;260;13;0;273;01.01.2019;2019;73;74.375;6103;0.042601999;0.0021301;0;0.044732099;0.045081331;0.003166607;4.39E-05;0.048291861;1;1.39%;-0.00649361;-13.23%;-0.00137673;-39.26%;0;#DIV/0!;-0.00787034;-14.96%
7; Horgen ;139; Rueschlikon ;266;19;0;285;01.01.2012;2012;72;;5418;0.049095607;0.003506829;0;0.052602436;;;;;;;;;;;;;;
7; Horgen ;139; Rueschlikon ;269;23;0;292;01.01.2013;2013;72;;5542;0.048538434;0.004150126;0;0.05268856;;;;;;;;;;;;;;
7; Horgen ;139; Rueschlikon ;289;21;0;310;01.01.2014;2014;72;;5573;0.051857168;0.003768168;0;0.055625336;;;;;;;;;;;;;;
7; Horgen ;139; Rueschlikon ;282;21;1;304;01.01.2015;2015;75;;5664;0.049788136;0.003707627;0.000176554;0.053672316;;;;;;;;;;;;;;
7; Horgen ;139; Rueschlikon ;258;23;1;282;01.01.2016;2016;75;;5720;0.045104895;0.004020979;0.000174825;0.049300699;;;;;;;;;;;;;;
7; Horgen ;139; Rueschlikon ;237;12;0;249;01.01.2017;2017;78;;5830;0.040651801;0.002058319;0;0.04271012;;;;;;;;;;;;;;
7; Horgen ;139; Rueschlikon ;199;12;0;211;01.01.2018;2018;78;;6028;0.033012608;0.00199071;0;0.035003318;;;;;;;;;;;;;;
6; Hinwil ;118; Rueti ;408;116;7;531;01.01.2019;2019;121;118.75;12254;0.033295251;0.009466297;0.000571242;0.043332789;0.031620326;0.007161856;0.000507318;0.039279065;3;2.54%;0.00479089;16.81%;0.00359775;61.31%;0.00031973;127.13%;0.00870838;25.15%
6; Hinwil ;118; Rueti ;340;70;3;413;01.01.2012;2012;118;;11928;0.028504359;0.005868545;0.000251509;0.034624413;;;;;;;;;;;;;;
6; Hinwil ;118; Rueti ;379;77;5;461;01.01.2013;2013;116;;11928;0.031773977;0.006455399;0.000419182;0.038648558;;;;;;;;;;;;;;
6; Hinwil ;118; Rueti ;376;57;2;434;01.01.2014;2014;116;;11979;0.031388263;0.004758327;0.000166959;0.036230069;;;;;;;;;;;;;;
6; Hinwil ;118; Rueti ;365;62;4;431;01.01.2015;2015;116;;12011;0.03038881;0.005161935;0.000333028;0.035883773;;;;;;;;;;;;;;
6; Hinwil ;118; Rueti ;388;104;7;499;01.01.2016;2016;121;;12012;0.032301032;0.008658009;0.000582751;0.041541792;;;;;;;;;;;;;;
6; Hinwil ;118; Rueti ;386;100;10;496;01.01.2017;2017;121;;12098;0.0319061;0.008265829;0.000826583;0.040998512;;;;;;;;;;;;;;
6; Hinwil ;118; Rueti ;405;105;11;521;01.01.2018;2018;121;;12124;0.033404817;0.008660508;0.000907291;0.042972616;;;;;;;;;;;;;;
9; Pfaeffikon ;178; Russikon ;156;49;1;206;01.01.2019;2019;113;113;4387;0.035559608;0.011169364;0.000227946;0.046956918;0.030902487;0.010237303;0.000233972;0.041343677;0;0.00%;0.00724402;25.58%;-0.00093131;-7.70%;-0.00001407;-5.81%;0.00629864;15.49%
9; Pfaeffikon ;178; Russikon ;117;50;1;168;01.01.2012;2012;113;;4132;0.028315586;0.012100678;0.000242014;0.040658277;;;;;;;;;;;;;;
9; Pfaeffikon ;178; Russikon ;109;43;1;152;01.01.2013;2013;113;;4155;0.026233454;0.010348977;0.000240674;0.036582431;;;;;;;;;;;;;;
9; Pfaeffikon ;178; Russikon ;146;38;1;185;01.01.2014;2014;113;;4197;0.034786752;0.009054086;0.000238265;0.044079104;;;;;;;;;;;;;;
9; Pfaeffikon ;178; Russikon ;142;43;1;186;01.01.2015;2015;113;;4282;0.033162074;0.010042036;0.000233536;0.043437646;;;;;;;;;;;;;;
9; Pfaeffikon ;178; Russikon ;146;45;1;192;01.01.2016;2016;113;;4346;0.03359411;0.010354349;0.000230097;0.044178555;;;;;;;;;;;;;;
9; Pfaeffikon ;178; Russikon ;122;39;1;162;01.01.2017;2017;113;;4355;0.028013777;0.008955224;0.000229621;0.037198622;;;;;;;;;;;;;;
9; Pfaeffikon ;178; Russikon ;120;43;1;164;01.01.2018;2018;113;;4355;0.027554535;0.009873708;0.000229621;0.037657865;;;;;;;;;;;;;;
11; Winterthur ;226; Schlatt ;7;7;0;14;01.01.2019;2019;128;125.5;785;0.008917197;0.008917197;0;0.017834395;0.007193122;0.006686388;0.000171233;0.01422081;6;4.92%;0.00214213;31.62%;0.00214213;31.62%;0;#DIV/0!;0.00428426;31.62%
11; Winterthur ;226; Schlatt ;5;5;0;10;01.01.2012;2012;122;;738;0.006775068;0.006775068;0;0.013550136;;;;;;;;;;;;;;
11; Winterthur ;226; Schlatt ;5;6;0;11;01.01.2013;2013;122;;733;0.006821282;0.008185539;0;0.015006821;;;;;;;;;;;;;;
11; Winterthur ;226; Schlatt ;5;3;0;8;01.01.2014;2014;124;;754;0.0066313;0.00397878;0;0.01061008;;;;;;;;;;;;;;
11; Winterthur ;226; Schlatt ;5;5;0;11;01.01.2015;2015;124;;735;0.006802721;0.006802721;0;0.014965986;;;;;;;;;;;;;;
11; Winterthur ;226; Schlatt ;5;3;0;8;01.01.2016;2016;128;;739;0.0067659;0.00405954;0;0.01082544;;;;;;;;;;;;;;
11; Winterthur ;226; Schlatt ;7;6;1;14;01.01.2017;2017;128;;730;0.009589041;0.008219178;0.001369863;0.019178082;;;;;;;;;;;;;;
11; Winterthur ;226; Schlatt ;4;5;0;9;01.01.2018;2018;128;;763;0.005242464;0.00655308;0;0.011795544;;;;;;;;;;;;;;
4; Dielsdorf ;98; Schleinikon ;21;;0;21;01.01.2019;2019;110;114.75;757;0.027741083;0;0;0.027741083;0.030131235;0.00224263;0;0.03254628;-12;-9.84%;-0.00707786;-20.33%;-0.00278552;-100.00%;0;#DIV/0!;-0.00986337;-26.23%
4; Dielsdorf ;98; Schleinikon ;25;2;0;27;01.01.2012;2012;122;;718;0.034818942;0.002785515;0;0.037604457;;;;;;;;;;;;;;
4; Dielsdorf ;98; Schleinikon ;26;1;0;27;01.01.2013;2013;122;;707;0.036775106;0.001414427;0;0.038189533;;;;;;;;;;;;;;
